"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","5/342","61/12706",0.0819672131147541,3.04524973636276,2.66300962142231,0.023877411170817,0.19864752138172,0.17197895826591,"CSNK2B/NOP53/OGT/CSNK2A1/HIPK2",5
"GO:0000375","RNA splicing, via transesterification reactions","14/342","288/12706",0.0486111111111111,1.80600227420403,2.30105803873612,0.0241733290962257,0.199030969469332,0.172310928190316,"DDX39B/HNRNPUL2/DDX17/HNRNPA1/RBM4/PRPF8/LUC7L3/SNRNP200/HNRNPH1/CELF1/DDX42/ZBTB7A/QKI/CWC25",14
"GO:0007272","ensheathment of neurons","8/342","130/12706",0.0615384615384615,2.28627980206928,2.45164029894053,0.0242272367993201,0.199030969469332,0.172310928190316,"TGFB1/TYMP/PPP3R1/RARA/PLEC/QKI/PTEN/RAF1",8
"GO:0008366","axon ensheathment","8/342","130/12706",0.0615384615384615,2.28627980206928,2.45164029894053,0.0242272367993201,0.199030969469332,0.172310928190316,"TGFB1/TYMP/PPP3R1/RARA/PLEC/QKI/PTEN/RAF1",8
"GO:0001101","response to acid chemical","7/342","106/12706",0.0660377358490566,2.45343705174887,2.49910657348819,0.0242623892801235,0.199030969469332,0.172310928190316,"KLF2/CYBA/MAT2A/HNRNPD/PLEC/EP300/CPEB4",7
"GO:0090316","positive regulation of intracellular protein transport","6/342","83/12706",0.072289156626506,2.6856901289368,2.56245583149494,0.0242808266968319,0.199030969469332,0.172310928190316,"TGFB1/TARDBP/FLNA/UBR5/EP300/SORL1",6
"GO:0009260","ribonucleotide biosynthetic process","9/342","155/12706",0.0580645161290323,2.1572156196944,2.41080376361998,0.0243422937409888,0.199030969469332,0.172310928190316,"NDUFB8/NDUFA7/NDUFC2/ATP5PO/MT-ATP6/TGFB1/MT-ND3/NME4/IMPDH2",9
"GO:0071706","tumor necrosis factor superfamily cytokine production","9/342","155/12706",0.0580645161290323,2.1572156196944,2.41080376361998,0.0243422937409888,0.199030969469332,0.172310928190316,"SPN/SYK/TGFB1/FOXP1/RARA/CYBA/SIRPA/ZFP36/ACP5",9
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/342","155/12706",0.0580645161290323,2.1572156196944,2.41080376361998,0.0243422937409888,0.199030969469332,0.172310928190316,"SPN/SYK/TGFB1/FOXP1/RARA/CYBA/SIRPA/ZFP36/ACP5",9
"GO:0098813","nuclear chromosome segregation","14/342","289/12706",0.0484429065743945,1.79975313138671,2.28726992512097,0.0248085925789122,0.20240830254297,0.175234852031304,"DUSP1/HSPA1A/DYNC1H1/ARID1A/FLNA/EML4/TOP2B/SMARCA2/NUMA1/ARID2/STAG1/BAZ1B/PTEN/RIPOR2",14
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","7/342","107/12706",0.0654205607476635,2.43050773350823,2.47135395236747,0.0253851619697691,0.206048379310678,0.178386246049029,"CRIP1/RPL26/MCL1/SOD2/PRKDC/EP300/HIPK2",7
"GO:0002437","inflammatory response to antigenic stimulus","5/342","62/12706",0.0806451612903226,2.99613280513111,2.62037786838986,0.0254192282599051,0.206048379310678,0.178386246049029,"SPN/SYK/CD68/HCK/FGR",5
"GO:0045123","cellular extravasation","5/342","62/12706",0.0806451612903226,2.99613280513111,2.62037786838986,0.0254192282599051,0.206048379310678,0.178386246049029,"SPN/SELPLG/SIRPA/RIPOR2/ITGB2",5
"GO:1990266","neutrophil migration","6/342","84/12706",0.0714285714285714,2.65371762740184,2.52905224065704,0.0255788645947315,0.206048379310678,0.178386246049029,"S100A8/S100A9/SYK/PREX1/RIPOR2/ITGB2",6
"GO:0006026","aminoglycan catabolic process","3/342","24/12706",0.125,4.64400584795322,2.97174609857404,0.0257424987302924,0.206048379310678,0.178386246049029,"TGFB1/IDS/GNS",3
"GO:0032753","positive regulation of interleukin-4 production","3/342","24/12706",0.125,4.64400584795322,2.97174609857404,0.0257424987302924,0.206048379310678,0.178386246049029,"SYK/RARA/PRG2",3
"GO:0035886","vascular associated smooth muscle cell differentiation","3/342","24/12706",0.125,4.64400584795322,2.97174609857404,0.0257424987302924,0.206048379310678,0.178386246049029,"SOD2/NFATC3/QKI",3
"GO:0046621","negative regulation of organ growth","3/342","24/12706",0.125,4.64400584795322,2.97174609857404,0.0257424987302924,0.206048379310678,0.178386246049029,"FOXP1/JARID2/PTEN",3
"GO:1903077","negative regulation of protein localization to plasma membrane","3/342","24/12706",0.125,4.64400584795322,2.97174609857404,0.0257424987302924,0.206048379310678,0.178386246049029,"TGFB1/CLTC/PICALM",3
"GO:0034101","erythrocyte homeostasis","9/342","157/12706",0.0573248407643312,2.12973516594033,2.36887859436369,0.0261732279388585,0.208617636527337,0.180610578759374,"RPS17/ADAR/HSPA1A/PRKDC/KLF2/LYAR/ZBTB7A/HIPK2/ZFP36",9
"GO:0051495","positive regulation of cytoskeleton organization","9/342","157/12706",0.0573248407643312,2.12973516594033,2.36887859436369,0.0261732279388585,0.208617636527337,0.180610578759374,"CCDC88A/HSPA1A/DYNC1H1/FLNA/PLEK/HCK/DCTN1/NUMA1/EVL",9
"GO:0051225","spindle assembly","8/342","132/12706",0.0606060606060606,2.25163919900762,2.40408757059066,0.0262473727987169,0.208770944311133,0.180743304870266,"HSPA1A/DYNC1H1/FLNA/SENP6/NUMA1/STAG1/PTEN/RIPOR2",8
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","5/342","63/12706",0.0793650793650794,2.9485751415576,2.57859569419871,0.0270234495080307,0.211810319709064,0.183374642080413,"SYK/HSPA1A/CPNE1/GPS2/NKIRAS2",5
"GO:0046626","regulation of insulin receptor signaling pathway","5/342","63/12706",0.0793650793650794,2.9485751415576,2.57859569419871,0.0270234495080307,0.211810319709064,0.183374642080413,"CTSD/RBM4/OGT/PTPRE/SORL1",5
"GO:0071277","cellular response to calcium ion","5/342","63/12706",0.0793650793650794,2.9485751415576,2.57859569419871,0.0270234495080307,0.211810319709064,0.183374642080413,"FOS/JUNB/JUND/JUN/CPNE1",5
"GO:1902893","regulation of miRNA transcription","5/342","63/12706",0.0793650793650794,2.9485751415576,2.57859569419871,0.0270234495080307,0.211810319709064,0.183374642080413,"FOS/JUN/TGFB1/RARA/NFATC3",5
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","9/342","158/12706",0.0569620253164557,2.11625582944704,2.34815044169283,0.0271243404538919,0.211810319709064,0.183374642080413,"CSNK2B/HSPA1A/NOP53/XPO1/OGT/CSNK2A1/HIPK2/HECTD1/PTEN",9
"GO:0015931","nucleobase-containing compound transport","11/342","211/12706",0.0521327014218009,1.93683656217954,2.28222163811306,0.02770201219344,0.211810319709064,0.183374642080413,"DDX39B/HNRNPA1/SMG1/PABPN1/SARNP/XPO1/RANBP2/IWS1/QKI/ZFP36/MVP",11
"GO:0019220","regulation of phosphate metabolic process","21/342","497/12706",0.0422535211267606,1.56980479367433,2.15518787762784,0.0277880211380463,0.211810319709064,0.183374642080413,"NDUFC2/DUSP1/CCDC88A/CD4/ADAR/TARDBP/PRKDC/NOP53/PLAUR/PLEK/OGT/EP300/FGR/ZBTB7A/PIM1/HGS/PTEN/MVP/ITGB2/RAF1/APOC2",21
"GO:0048514","blood vessel morphogenesis","21/342","497/12706",0.0422535211267606,1.56980479367433,2.15518787762784,0.0277880211380463,0.211810319709064,0.183374642080413,"JUNB/GRN/SYK/JUN/RNF213/TGFB1/TYMP/GTF2I/KLF2/PPP3R1/MYH9/NFATC3/HS6ST1/RUNX1/HIPK2/QKI/TGFBI/NINJ1/ARID2/HGS/ITGB2",21
"GO:0007007","inner mitochondrial membrane organization","4/342","43/12706",0.0930232558139535,3.45600435196518,2.68297079896789,0.0279128464117283,0.211810319709064,0.183374642080413,"MICOS10/TIMM10B/MICOS13/OXA1L",4
"GO:0010896","regulation of triglyceride catabolic process","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"SORL1/APOC2",2
"GO:0019835","cytolysis","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"PIM1/NINJ1",2
"GO:0030200","heparan sulfate proteoglycan catabolic process","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"IDS/GNS",2
"GO:0030213","hyaluronan biosynthetic process","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"TGFB1/CLTC",2
"GO:0032604","granulocyte macrophage colony-stimulating factor production","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"SYK/CD84",2
"GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"SYK/CD84",2
"GO:0032754","positive regulation of interleukin-5 production","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"RARA/IL17RA",2
"GO:0035723","interleukin-15-mediated signaling pathway","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"IL2RG/CD4",2
"GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"HLA-A/IFI30",2
"GO:0071350","cellular response to interleukin-15","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"IL2RG/CD4",2
"GO:0090084","negative regulation of inclusion body assembly","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"HSPA1A/SORL1",2
"GO:0097067","cellular response to thyroid hormone stimulus","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"CTSS/CTSH",2
"GO:1902855","regulation of non-motile cilium assembly","2/342","10/12706",0.2,7.43040935672515,3.38318739012196,0.028180733138877,0.211810319709064,0.183374642080413,"SEPTIN7/SEPTIN9",2
"GO:0097306","cellular response to alcohol","6/342","86/12706",0.0697674418604651,2.59200326397389,2.46368053069885,0.028311731621846,0.211810319709064,0.183374642080413,"FOS/RPS6/SOD2/GNB1/CYBA/BTG2",6
"GO:0051174","regulation of phosphorus metabolic process","21/342","498/12706",0.0421686746987952,1.56665257521313,2.14550814411273,0.0283187579273417,0.211810319709064,0.183374642080413,"NDUFC2/DUSP1/CCDC88A/CD4/ADAR/TARDBP/PRKDC/NOP53/PLAUR/PLEK/OGT/EP300/FGR/ZBTB7A/PIM1/HGS/PTEN/MVP/ITGB2/RAF1/APOC2",21
"GO:0051276","chromosome organization","21/342","498/12706",0.0421686746987952,1.56665257521313,2.14550814411273,0.0283187579273417,0.211810319709064,0.183374642080413,"DUSP1/HNRNPA1/HSPA1A/SMCHD1/PRKDC/SMG1/ARID1A/MIS18BP1/FLNA/EML4/SENP6/TOP2B/SMARCA2/HNRNPD/NUMA1/ARID2/STAG1/BAZ1B/NASP/CTCF/RIPOR2",21
"GO:0001916","positive regulation of T cell mediated cytotoxicity","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"HLA-DRA/HLA-B/HLA-A",3
"GO:0002295","T-helper cell lineage commitment","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"SPN/CD69/EP300",3
"GO:0030220","platelet formation","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"PRKDC/MYH9/EP300",3
"GO:0032878","regulation of establishment or maintenance of cell polarity","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"DOCK8/ARFGEF1/RIPOR2",3
"GO:0035357","peroxisome proliferator activated receptor signaling pathway","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"JUND/HUWE1/GPS2",3
"GO:0090594","inflammatory response to wounding","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"GRN/TGFB1/NFKBIZ",3
"GO:0140861","DNA repair-dependent chromatin remodeling","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"PRKDC/TRIP12/UBR5",3
"GO:1902894","negative regulation of miRNA transcription","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"TGFB1/RARA/NFATC3",3
"GO:1902914","regulation of protein polyubiquitination","3/342","25/12706",0.12,4.45824561403509,2.87852481270774,0.0286841220318068,0.211810319709064,0.183374642080413,"UBE2V1/DDX3X/GPS2",3
"GO:0050853","B cell receptor signaling pathway","5/342","64/12706",0.078125,2.90250365497076,2.53763107153048,0.0286907718701125,0.211810319709064,0.183374642080413,"SYK/FOXP1/GPS2/NFKBIZ/NFKBIA",5
"GO:0060395","SMAD protein signal transduction","5/342","64/12706",0.078125,2.90250365497076,2.53763107153048,0.0286907718701125,0.211810319709064,0.183374642080413,"CSNK2B/FOS/JUN/TGFB1/HIPK2",5
"GO:0061614","miRNA transcription","5/342","64/12706",0.078125,2.90250365497076,2.53763107153048,0.0286907718701125,0.211810319709064,0.183374642080413,"FOS/JUN/TGFB1/RARA/NFATC3",5
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/342","110/12706",0.0636363636363636,2.364221158958,2.38993278673923,0.0289656446016195,0.212191485116296,0.183704635775812,"HLA-DRA/HLA-B/HLA-A/CD4/TGFB1/NFKBIZ/EP300",7
"GO:0042177","negative regulation of protein catabolic process","7/342","110/12706",0.0636363636363636,2.364221158958,2.38993278673923,0.0289656446016195,0.212191485116296,0.183704635775812,"CSNK2B/NOP53/FLNA/MYCBP2/OGT/CSNK2A1/TIMP2",7
"GO:0051592","response to calcium ion","7/342","110/12706",0.0636363636363636,2.364221158958,2.38993278673923,0.0289656446016195,0.212191485116296,0.183704635775812,"FOS/JUNB/DUSP1/JUND/JUN/CPNE1/HNRNPD",7
"GO:0097530","granulocyte migration","7/342","110/12706",0.0636363636363636,2.364221158958,2.38993278673923,0.0289656446016195,0.212191485116296,0.183704635775812,"S100A8/S100A9/SYK/IL17RA/PREX1/RIPOR2/ITGB2",7
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","9/342","160/12706",0.05625,2.08980263157895,2.30715138287576,0.0290992579903672,0.2127603439988,0.184197124971414,"HSPA1A/DYNC1H1/CLTC/FLNA/DCTN1/NUMA1/TACC1/STAG1/RIPOR2",9
"GO:0097193","intrinsic apoptotic signaling pathway","14/342","296/12706",0.0472972972972973,1.75719140192824,2.19223207704736,0.0296085567267643,0.21606858478917,0.187061232214551,"S100A8/S100A9/PARL/CRIP1/RPL26/MCL1/PPP1R15A/DDX3X/HSPA1A/SOD2/PRKDC/PLAUR/EP300/HIPK2",14
"GO:1900182","positive regulation of protein localization to nucleus","6/342","87/12706",0.0689655172413793,2.56221012300867,2.43168599392048,0.0297476379860592,0.216667662113021,0.187579883005459,"TGFB1/TARDBP/FLNA/UBR5/EP300/IPO7",6
"GO:0002685","regulation of leukocyte migration","10/342","187/12706",0.053475935828877,1.98674046971261,2.26078786606262,0.0300096956116278,0.216912798055242,0.187792109282855,"AIF1/SPN/DUSP1/TGFB1/CD69/DOCK8/CALR/NINJ1/RIPOR2/STK10",10
"GO:0050832","defense response to fungus","4/342","44/12706",0.0909090909090909,3.37745879851143,2.62729641067572,0.0300741912873806,0.216912798055242,0.187792109282855,"S100A8/S100A9/TGFB1/IL17RA",4
"GO:0060324","face development","4/342","44/12706",0.0909090909090909,3.37745879851143,2.62729641067572,0.0300741912873806,0.216912798055242,0.187792109282855,"TGFB1/RARA/EP300/RAF1",4
"GO:0030336","negative regulation of cell migration","12/342","241/12706",0.0497925311203319,1.84989444565771,2.21538015156736,0.0301081291018288,0.216912798055242,0.187792109282855,"CSNK2B/AIF1/DUSP1/TGFB1/CD69/CALR/OGT/ARHGAP4/EVL/ARID2/PTEN/RIPOR2",12
"GO:0046390","ribose phosphate biosynthetic process","9/342","161/12706",0.0559006211180124,2.07682249101013,2.28687597802747,0.0301236079361305,0.216912798055242,0.187792109282855,"NDUFB8/NDUFA7/NDUFC2/ATP5PO/MT-ATP6/TGFB1/MT-ND3/NME4/IMPDH2",9
"GO:0051090","regulation of DNA-binding transcription factor activity","9/342","161/12706",0.0559006211180124,2.07682249101013,2.28687597802747,0.0301236079361305,0.216912798055242,0.187792109282855,"SYK/HSPA1A/FLNA/COMMD7/HCK/EP300/ZBTB7A/PIM1/NFKBIA",9
"GO:0048193","Golgi vesicle transport","14/342","297/12706",0.0471380471380471,1.75127493256148,2.17886147502829,0.0303462562358215,0.217822665202243,0.188579826154493,"TRAPPC5/IER3IP1/TMED7/COPB1/ARF3/RAB4B/MACF1/STX10/GOSR2/RAB31/STXBP5/RABEP1/AP3D1/SORL1",14
"GO:0002704","negative regulation of leukocyte mediated immunity","5/342","65/12706",0.0769230769230769,2.8578497525866,2.49745367413427,0.0304218398796399,0.217822665202243,0.188579826154493,"HLA-B/HLA-A/SPN/CD84/TGFB1",5
"GO:0061462","protein localization to lysosome","5/342","65/12706",0.0769230769230769,2.8578497525866,2.49745367413427,0.0304218398796399,0.217822665202243,0.188579826154493,"MAT2A/OGT/HGS/AP3D1/SORL1",5
"GO:0001911","negative regulation of leukocyte mediated cytotoxicity","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"HLA-B/HLA-A/TGFB1",3
"GO:0002719","negative regulation of cytokine production involved in immune response","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"TGFB1/PRG2/ACP5",3
"GO:0007097","nuclear migration","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"DYNC1H1/DCTN1/TACC1",3
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"CCDC88A/TGFB1/PLAUR",3
"GO:0050931","pigment cell differentiation","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"SOD2/RAB27A/AP3D1",3
"GO:0060964","regulation of miRNA-mediated gene silencing","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"TGFB1/ZFP36/PUM1",3
"GO:1904376","negative regulation of protein localization to cell periphery","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"TGFB1/CLTC/PICALM",3
"GO:1905476","negative regulation of protein localization to membrane","3/342","26/12706",0.115384615384615,4.28677462887989,2.79008775222227,0.0317960624208251,0.224283171287527,0.194173004960297,"TGFB1/CLTC/PICALM",3
"GO:0002703","regulation of leukocyte mediated immunity","11/342","216/12706",0.0509259259259259,1.89200238249946,2.19903711954302,0.0321005116955242,0.226011380493302,0.195669200919891,"HLA-DRA/HLA-B/HLA-A/STXBP2/SPN/SYK/CD84/TGFB1/FGR/ITGAM/ITGB2",11
"GO:0031670","cellular response to nutrient","4/342","45/12706",0.0888888888888889,3.30240415854451,2.57320687477671,0.0323317667231798,0.226381909910736,0.195989986514264,"MAT2A/OGT/UBR5/PIM1",4
"GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","4/342","45/12706",0.0888888888888889,3.30240415854451,2.57320687477671,0.0323317667231798,0.226381909910736,0.195989986514264,"CSNK2B/NOP53/OGT/CSNK2A1",4
"GO:0043303","mast cell degranulation","4/342","45/12706",0.0888888888888889,3.30240415854451,2.57320687477671,0.0323317667231798,0.226381909910736,0.195989986514264,"STXBP2/SYK/CD84/FGR",4
"GO:0033209","tumor necrosis factor-mediated signaling pathway","7/342","113/12706",0.0619469026548673,2.30145422553434,2.31113017220011,0.0328731044259495,0.229337202673232,0.198548529239236,"SYK/HSPA1A/CPNE1/COMMD7/GPS2/NFKBIA/NKIRAS2",7
"GO:0002819","regulation of adaptive immune response","10/342","190/12706",0.0526315789473684,1.95537088334872,2.20666757762628,0.0329588994873618,0.229337202673232,0.198548529239236,"HLA-DRA/HLA-B/HLA-A/JUNB/SPN/CD4/TGFB1/CD69/NFKBIZ/EP300",10
"GO:0033157","regulation of intracellular protein transport","8/342","138/12706",0.0579710144927536,2.15374184252903,2.26639701803532,0.0330054457523057,0.229337202673232,0.198548529239236,"TGFB1/TARDBP/FLNA/XPO1/UBR5/EP300/NFKBIA/SORL1",8
"GO:0002573","myeloid leukocyte differentiation","11/342","217/12706",0.0506912442396313,1.88328347751098,2.18266472838079,0.0330365758883218,0.229337202673232,0.198548529239236,"FOS/JUNB/CD4/JUN/TGFB1/FOXP1/EVI2B/RARA/MYH9/RUNX1/QKI",11
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","9/342","164/12706",0.0548780487804878,2.03883183568678,2.22692025657396,0.0333473752369924,0.229337202673232,0.198548529239236,"S100A8/S100A9/PARL/RPL26/MCL1/DDX3X/HSPA1A/SOD2/PLAUR",9
"GO:0009259","ribonucleotide metabolic process","15/342","330/12706",0.0454545454545455,1.68872939925572,2.10831904023513,0.033731519554764,0.229337202673232,0.198548529239236,"NDUFB8/NDUFA7/NDUFC2/ATP5PO/MT-ATP6/TGFB1/HSPA1A/MT-ND3/PFKL/OGT/NME4/EP300/ZBTB7A/HK3/IMPDH2",15
"GO:0006369","termination of RNA polymerase II transcription","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"MAZ/PCF11",2
"GO:0031055","chromatin remodeling at centromere","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"MIS18BP1/NASP",2
"GO:0032780","negative regulation of ATP-dependent activity","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"OXA1L/PAM16",2
"GO:0034080","CENP-A containing chromatin assembly","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"MIS18BP1/NASP",2
"GO:0070672","response to interleukin-15","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"IL2RG/CD4",2
"GO:0071609","chemokine (C-C motif) ligand 5 production","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"DDX3X/SIRPA",2
"GO:0071649","regulation of chemokine (C-C motif) ligand 5 production","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"DDX3X/SIRPA",2
"GO:0097278","complement-dependent cytotoxicity","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"CD59/RAB27A",2
"GO:0097680","double-strand break repair via classical nonhomologous end joining","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"CSNK2A1/ZBTB7A",2
"GO:1904321","response to forskolin","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"FOS/JUND",2
"GO:1905664","regulation of calcium ion import across plasma membrane","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"P2RX1/PPP3R1",2
"GO:2000328","regulation of T-helper 17 cell lineage commitment","2/342","11/12706",0.181818181818182,6.75491759702286,3.17570380194004,0.0338396030246405,0.229337202673232,0.198548529239236,"CD69/EP300",2
"GO:0002228","natural killer cell mediated immunity","5/342","67/12706",0.0746268656716418,2.77254080474819,2.4193470732629,0.0340775271568101,0.229721202571262,0.198880976893141,"HLA-B/HLA-A/TGFB1/LYST/RAB27A",5
"GO:0018105","peptidyl-serine phosphorylation","5/342","67/12706",0.0746268656716418,2.77254080474819,2.4193470732629,0.0340775271568101,0.229721202571262,0.198880976893141,"PRKDC/SMG1/HIPK2/PTEN/RAF1",5
"GO:1904263","positive regulation of TORC1 signaling","5/342","67/12706",0.0746268656716418,2.77254080474819,2.4193470732629,0.0340775271568101,0.229721202571262,0.198880976893141,"SYK/MAT2A/OGT/EP300/PIM1",5
"GO:0035051","cardiocyte differentiation","7/342","114/12706",0.0614035087719298,2.28126603057351,2.28541603308351,0.0342500590571891,0.230260195012226,0.199347609237031,"AKAP13/TGFB1/FOXP1/RARA/CALR/PLEC/CTCF",7
"GO:0042102","positive regulation of T cell proliferation","6/342","90/12706",0.0666666666666667,2.47680311890838,2.33831978843856,0.0343391716391195,0.230260195012226,0.199347609237031,"HLA-A/AIF1/SPN/HLA-DPA1/SYK/CD4",6
"GO:0043473","pigmentation","6/342","90/12706",0.0666666666666667,2.47680311890838,2.33831978843856,0.0343391716391195,0.230260195012226,0.199347609237031,"SOD2/DCTN1/LYST/AP1B1/RAB27A/AP3D1",6
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","4/342","46/12706",0.0869565217391304,3.23061276379354,2.52061859315655,0.034686024068178,0.231768477165576,0.200653403498645,"HLA-DRA/HLA-B/HLA-A/ITGAM",4
"GO:0042789","mRNA transcription by RNA polymerase II","4/342","46/12706",0.0869565217391304,3.23061276379354,2.52061859315655,0.034686024068178,0.231768477165576,0.200653403498645,"FLNA/RARA/POLR2A/NFKBIZ",4
"GO:0050866","negative regulation of cell activation","10/342","192/12706",0.0520833333333333,1.93500243664717,2.17113171414506,0.0350345941583641,0.231936548450606,0.200798911100818,"LST1/SPN/GRN/CD84/TGFB1/CD69/PAG1/RUNX1/FGR/RIPOR2",10
"GO:0036344","platelet morphogenesis","3/342","27/12706",0.111111111111111,4.12800519818064,2.70599965437932,0.0350772002522616,0.231936548450606,0.200798911100818,"PRKDC/MYH9/EP300",3
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","3/342","27/12706",0.111111111111111,4.12800519818064,2.70599965437932,0.0350772002522616,0.231936548450606,0.200798911100818,"SPN/CD69/EP300",3
"GO:0046685","response to arsenic-containing substance","3/342","27/12706",0.111111111111111,4.12800519818064,2.70599965437932,0.0350772002522616,0.231936548450606,0.200798911100818,"HNRNPA1/DDX3X/RBM4",3
"GO:0071676","negative regulation of mononuclear cell migration","3/342","27/12706",0.111111111111111,4.12800519818064,2.70599965437932,0.0350772002522616,0.231936548450606,0.200798911100818,"DUSP1/CD69/RIPOR2",3
"GO:1901223","negative regulation of non-canonical NF-kappaB signal transduction","3/342","27/12706",0.111111111111111,4.12800519818064,2.70599965437932,0.0350772002522616,0.231936548450606,0.200798911100818,"NDUFC2/DDX3X/CPNE1",3
"GO:0001701","in utero embryonic development","16/342","361/12706",0.0443213296398892,1.64662811229366,2.07292469357089,0.0352657445179305,0.232778403918701,0.201527746907106,"JUNB/GRN/MBNL1/BPTF/KLF2/MYH9/BIRC6/CNOT1/IWS1/HS6ST1/GSE1/WDR74/CHD8/NASP/CTCF/EMG1",16
