"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019882","antigen processing and presentation","15/342","102/12706",0.147058823529412,5.46353629170967,7.52741479663774,8.68085087949887e-08,0.000330045950438547,0.000285737060002031,"CTSD/GET3/HLA-DRA/HLA-B/HLA-A/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CD68/CALR/CTSS/RAB27A/AP3D1/CTSH",15
"GO:0007159","leukocyte cell-cell adhesion","29/342","364/12706",0.0796703296703297,2.95991581517897,6.30980921049282,1.74383155455612e-07,0.000331502378521118,0.000286997961636684,"S100A8/S100A9/HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SELPLG/SYK/HLA-DMA/CD4/TGFB1/CD69/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/PAG1/SIRPA/RUNX1/EP300/ARID2/AP3D1/RIPOR2/ITGB2/STK10",29
"GO:0006909","phagocytosis","21/342","212/12706",0.0990566037735849,3.6801555776233,6.5448255317345,2.71612733557195e-07,0.000344223870994819,0.000298011585204684,"IL2RG/AIF1/SYK/CD302/TGFB1/RARA/CYBA/RAB31/MYH9/CALR/HCK/SIRPA/LYAR/LYST/ARAP1/FGR/ITGAM/RAB27A/MYO1G/CFP/ITGB2",21
"GO:0048002","antigen processing and presentation of peptide antigen","11/342","59/12706",0.186440677966102,6.92665279016751,7.58861676837819,4.03159878189895e-07,0.000383203464219495,0.000331758141868369,"CTSD/GET3/HLA-DRA/HLA-B/HLA-A/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CALR/CTSS",11
"GO:0050764","regulation of phagocytosis","13/342","88/12706",0.147727272727273,5.48837054758107,7.02676885932225,6.03069679056244e-07,0.000458574183954368,0.000397010291875553,"IL2RG/SYK/TGFB1/CYBA/RAB31/CALR/HCK/SIRPA/LYAR/ARAP1/FGR/RAB27A/CFP",13
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","22/342","251/12706",0.0876494023904383,3.2563546981664,6.00472684242677,1.15902656016702e-06,0.000657333777282086,0.000569086276353465,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1/ITGB2",22
"GO:0050870","positive regulation of T cell activation","21/342","232/12706",0.0905172413793103,3.36290078644888,6.04098140565749,1.21024104181341e-06,0.000657333777282086,0.000569086276353465,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1",21
"GO:0042742","defense response to bacterium","19/342","204/12706",0.0931372549019608,3.46023965141612,5.89146958085932,2.56916737652809e-06,0.00122099679569497,0.0010570771561057,"S100A8/S100A9/HLA-A/SPN/GRN/SYK/CD4/RNF213/FOXP1/HUWE1/CYBA/HCK/NFKBIZ/LYST/PRG2/FGR/PIM1/CFP/ACP5",19
"GO:0022409","positive regulation of cell-cell adhesion","23/342","286/12706",0.0804195804195804,2.9877520140678,5.65464454872626,2.91236079608155e-06,0.00123031063852245,0.00106514060928035,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/DOCK8/ARID1A/PLAUR/RARA/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1/ITGB2",23
"GO:1903037","regulation of leukocyte cell-cell adhesion","25/342","333/12706",0.0750750750750751,2.7891927014734,5.50253251768742,3.7115049061881e-06,0.00141111416533272,0.00122167114122634,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/CD69/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/PAG1/SIRPA/RUNX1/EP300/ARID2/AP3D1/RIPOR2/ITGB2",25
"GO:0019884","antigen processing and presentation of exogenous antigen","9/342","48/12706",0.1875,6.96600877192982,6.88720246299221,4.43303929862715e-06,0.00153221958303459,0.00132651807529255,"CTSD/HLA-DRA/HLA-A/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CTSS/AP3D1",9
"GO:0032928","regulation of superoxide anion generation","6/342","18/12706",0.333333333333333,12.3840155945419,8.03814875596188,5.13894937180252e-06,0.00162819045929943,0.00140960479698478,"SYK/TGFB1/CYBA/ITGAM/ACP5/ITGB2",6
"GO:0030100","regulation of endocytosis","21/342","257/12706",0.0817120622568093,3.03577035975152,5.48338834469561,6.17713074480538e-06,0.00178770801595878,0.00154770701456383,"RAB5C/IL2RG/SYK/RAB4B/AAK1/TGFB1/LRPAP1/PICALM/PPP3R1/CYBA/RAB31/CALR/HCK/SIRPA/LYAR/ARAP1/RABEP1/FGR/RAB27A/CFP/APOC2",21
"GO:0050863","regulation of T cell activation","25/342","344/12706",0.0726744186046512,2.7000033999728,5.31625165770262,6.58282804403549e-06,0.00178770801595878,0.00154770701456383,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/JUNB/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/CD69/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/PAG1/SIRPA/RUNX1/EP300/ARID2/AP3D1/RIPOR2",25
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","8/342","39/12706",0.205128205128205,7.62093267356425,6.88708557710907,7.5329937118803e-06,0.00179467261188448,0.00155373660881053,"CTSD/HLA-DRA/HLA-A/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CTSS",8
"GO:0002683","negative regulation of immune system process","30/342","462/12706",0.0649350649350649,2.41247057036531,5.1435104278576,7.55254123886155e-06,0.00179467261188448,0.00155373660881053,"LST1/HLA-B/HLA-A/SPN/DUSP1/GRN/SYK/CD84/CD68/TGFB1/ADAR/CD69/PRKDC/RARA/CD59/DGKZ/GPS2/OGT/HCK/RANBP2/PAG1/LYAR/PRG2/RUNX1/FGR/QKI/PIM1/ACP5/RIPOR2/TSC22D3",30
"GO:0050867","positive regulation of cell activation","25/342","350/12706",0.0714285714285714,2.65371762740184,5.21767852515899,8.89344764993461e-06,0.00190417002976028,0.00164853392482084,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/JUND/CD4/TGFB1/PRKDC/DOCK8/ARID1A/FLNA/RARA/PLEK/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1",25
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","7/342","29/12706",0.241379310344828,8.96773543053035,7.1440839315158,9.01500803147949e-06,0.00190417002976028,0.00164853392482084,"CTSD/HLA-DRA/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CTSS",7
"GO:0071396","cellular response to lipid","31/342","497/12706",0.062374245472837,2.3173308859002,4.98257576565693,1.18583692415893e-05,0.00236706569512023,0.00204928553632187,"FOS/DDX17/EGLN2/PAGR1/SYK/JUND/CD4/CD68/TGFB1/FOXP1/HSPA1A/MT-ND3/PRPF8/PABPN1/GNB1/RARA/CYBA/BTG2/XPO1/CALR/UBR5/HCK/CNOT1/HNRNPD/NFKBIZ/SIRPA/EP300/ZBTB7A/PIM1/NFKBIA/ZFP36",31
"GO:1903131","mononuclear cell differentiation","30/342","474/12706",0.0632911392405063,2.35139536605226,4.98705031107321,1.2451686981169e-05,0.00236706569512023,0.00204928553632187,"HLA-DRA/IL2RG/FOS/HLA-B/JUNB/SPN/SYK/CD4/JUN/TGFB1/FOXP1/IRF2BP2/CD69/PRKDC/ARID1A/RARA/MYH9/GPS2/TOP2B/NFATC3/SMARCA2/NFKBIZ/KMT2A/PREX1/RUNX1/EP300/ZBTB7A/QKI/ARID2/AP3D1",30
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","7/342","31/12706",0.225806451612903,8.3891718543671,6.85051970313746,1.4500238199426e-05,0.00247182125545909,0.00213997759235321,"CTSD/HLA-DRA/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CTSS",7
"GO:0046637","regulation of alpha-beta T cell differentiation","10/342","69/12706",0.144927536231884,5.38435460632257,6.07336125792394,1.45111280346633e-05,0.00247182125545909,0.00213997759235321,"HLA-DRA/IL2RG/JUNB/SYK/CD69/RARA/NFKBIZ/RUNX1/EP300/AP3D1",10
"GO:0060627","regulation of vesicle-mediated transport","29/342","458/12706",0.0633187772925764,2.35242217625578,4.90267746637888,1.73238721489451e-05,0.00247182125545909,0.00213997759235321,"RAB5C/IL2RG/STXBP2/SYK/RAB4B/CD84/P2RX1/AAK1/TGFB1/LRPAP1/PICALM/PPP3R1/CYBA/RAB31/CALR/HCK/SIRPA/LYAR/STXBP5/ARAP1/RABEP1/FGR/ITGAM/HGS/RAB27A/SORL1/CFP/ITGB2/APOC2",29
"GO:0050900","leukocyte migration","23/342","319/12706",0.0721003134796238,2.67867421950907,5.05009540764627,1.76018225687521e-05,0.00247182125545909,0.00213997759235321,"S100A8/S100A9/AIF1/SPN/DUSP1/SELPLG/SYK/TGFB1/CD69/DOCK8/MYH9/CALR/IL17RA/HCK/PLEC/PREX1/SIRPA/LYST/NINJ1/MYO1G/RIPOR2/ITGB2/STK10",23
"GO:0042554","superoxide anion generation","7/342","32/12706",0.21875,8.12701023391813,6.71346006261473,1.81352263970271e-05,0.00247182125545909,0.00213997759235321,"SYK/TGFB1/SOD2/CYBA/ITGAM/ACP5/ITGB2",7
"GO:1902107","positive regulation of leukocyte differentiation","16/342","174/12706",0.0919540229885057,3.41628016401156,5.33743512347533,1.87489018251905e-05,0.00247182125545909,0.00213997759235321,"HLA-DRA/IL2RG/FOS/SYK/CD4/TGFB1/PRKDC/EVI2B/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",16
"GO:1903708","positive regulation of hemopoiesis","16/342","174/12706",0.0919540229885057,3.41628016401156,5.33743512347533,1.87489018251905e-05,0.00247182125545909,0.00213997759235321,"HLA-DRA/IL2RG/FOS/SYK/CD4/TGFB1/PRKDC/EVI2B/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",16
"GO:0002396","MHC protein complex assembly","6/342","22/12706",0.272727272727273,10.1323763955343,7.12997350661914,1.88539759096038e-05,0.00247182125545909,0.00213997759235321,"HLA-DRA/HLA-A/HLA-DRB5/HLA-DPA1/HLA-DMA/CALR",6
"GO:0002501","peptide antigen assembly with MHC protein complex","6/342","22/12706",0.272727272727273,10.1323763955343,7.12997350661914,1.88539759096038e-05,0.00247182125545909,0.00213997759235321,"HLA-DRA/HLA-A/HLA-DRB5/HLA-DPA1/HLA-DMA/CALR",6
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","7/342","33/12706",0.212121212121212,7.88073719652667,6.58223089611081,2.24908054135673e-05,0.00285033473941276,0.00246767538695526,"CTSD/HLA-DRA/HLA-DRB5/IFI30/HLA-DPA1/HLA-DMA/CTSS",7
"GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing","10/342","74/12706",0.135135135135135,5.02054686265213,5.76880447463439,2.72149756812632e-05,0.00332238800913417,0.00287635518828388,"TSNAX/TGFB1/ADAR/RBM4/CNOT1/TNRC6A/EIF4G1/CELF1/ZFP36/PUM1",10
"GO:0051251","positive regulation of lymphocyte activation","22/342","306/12706",0.0718954248366013,2.67106218705806,4.92111339331899,2.80332383656444e-05,0.00332238800913417,0.00287635518828388,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/PRKDC/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1",22
"GO:0046632","alpha-beta T cell differentiation","13/342","124/12706",0.104838709677419,3.89497264667044,5.38767458259679,2.88433416580805e-05,0.00332238800913417,0.00287635518828388,"HLA-DRA/IL2RG/JUNB/SPN/SYK/FOXP1/CD69/RARA/NFKBIZ/KMT2A/RUNX1/EP300/AP3D1",13
"GO:0030217","T cell differentiation","21/342","285/12706",0.0736842105263158,2.73751923668821,4.93394904639239,2.97109921910999e-05,0.00332238800913417,0.00287635518828388,"HLA-DRA/IL2RG/JUNB/SPN/SYK/CD4/TGFB1/FOXP1/CD69/PRKDC/ARID1A/RARA/NFATC3/SMARCA2/NFKBIZ/KMT2A/PREX1/RUNX1/EP300/ARID2/AP3D1",21
"GO:0002696","positive regulation of leukocyte activation","23/342","332/12706",0.0692771084337349,2.57378637356443,4.83259784884268,3.31381490347079e-05,0.00334668353414729,0.00289738902275218,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/JUND/CD4/TGFB1/PRKDC/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/SIRPA/RUNX1/EP300/ARID2/AP3D1",23
"GO:0017148","negative regulation of translation","14/342","144/12706",0.0972222222222222,3.61200454840806,5.24259935697299,3.35529305170574e-05,0.00334668353414729,0.00289738902275218,"DDX3X/RBM4/RARA/BTG2/CALR/OGT/CNOT1/TNRC6A/EIF4G1/CSNK2A1/CELF1/QKI/ZFP36/CPEB4",14
"GO:0050766","positive regulation of phagocytosis","9/342","61/12706",0.147540983606557,5.48144952545298,5.83505426844508,3.36955426827469e-05,0.00334668353414729,0.00289738902275218,"IL2RG/CYBA/RAB31/CALR/SIRPA/LYAR/ARAP1/RAB27A/CFP",9
"GO:0045621","positive regulation of lymphocyte differentiation","13/342","126/12706",0.103174603174603,3.83314768402488,5.31538902298281,3.42024187590774e-05,0.00334668353414729,0.00289738902275218,"HLA-DRA/IL2RG/SYK/TGFB1/PRKDC/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",13
"GO:0051248","negative regulation of protein metabolic process","30/342","500/12706",0.06,2.22912280701754,4.66352690003779,3.43294733907797e-05,0.00334668353414729,0.00289738902275218,"CSNK2B/DUSP1/CD84/DDX3X/ADAR/HSPA1A/TARDBP/PRKDC/RBM4/NOP53/FLNA/RARA/MYCBP2/BTG2/CALR/GPS2/OGT/CNOT1/TNRC6A/EIF4G1/CSNK2A1/CELF1/TIMP2/HIPK2/QKI/ZFP36/CPEB4/PTEN/SORL1/MVP",30
"GO:0141193","nuclear receptor-mediated signaling pathway","15/342","164/12706",0.0914634146341463,3.39805305947796,5.14065198142504,3.63414443779455e-05,0.00345425428812372,0.00299051833078515,"DDX17/EGLN2/PAGR1/JUND/FOXP1/KLF2/HUWE1/RARA/CALR/GPS2/UBR5/CNOT1/EP300/ZBTB7A/PIM1",15
"GO:0046638","positive regulation of alpha-beta T cell differentiation","8/342","48/12706",0.166666666666667,6.19200779727095,5.99369029718549,3.74125476481315e-05,0.00346932941849258,0.00300356961478067,"HLA-DRA/IL2RG/SYK/RARA/NFKBIZ/RUNX1/EP300/AP3D1",8
"GO:0002697","regulation of immune effector process","23/342","337/12706",0.0682492581602374,2.53559963211689,4.75167298709761,4.18380530019042e-05,0.00373866995467632,0.00323675100314872,"S100A9/HLA-DRA/IL2RG/HLA-B/HLA-A/STXBP2/JUNB/SPN/GRN/SYK/CD84/TGFB1/CD69/RARA/CD59/NFKBIZ/PRG2/EP300/FGR/ITGAM/CFP/ACP5/ITGB2",23
"GO:0045582","positive regulation of T cell differentiation","12/342","111/12706",0.108108108108108,4.0164374901217,5.30857090932609,4.30501978487513e-05,0.00373866995467632,0.00323675100314872,"HLA-DRA/IL2RG/SYK/TGFB1/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",12
"GO:0046635","positive regulation of alpha-beta T cell activation","9/342","63/12706",0.142857142857143,5.30743525480368,5.70013122111265,4.38638620777275e-05,0.00373866995467632,0.00323675100314872,"HLA-DRA/IL2RG/HLA-A/SYK/RARA/NFKBIZ/RUNX1/EP300/AP3D1",9
"GO:1902105","regulation of leukocyte differentiation","21/342","293/12706",0.0716723549488055,2.66277468415065,4.78905390826496,4.46200467728064e-05,0.00373866995467632,0.00323675100314872,"HLA-DRA/IL2RG/FOS/HLA-B/JUNB/SYK/CD4/TGFB1/FOXP1/CD69/PRKDC/EVI2B/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/QKI/ARID2/AP3D1",21
"GO:0030098","lymphocyte differentiation","25/342","386/12706",0.0647668393782383,2.40622064660788,4.66619257259947,4.62385271234323e-05,0.00373866995467632,0.00323675100314872,"HLA-DRA/IL2RG/JUNB/SPN/SYK/CD4/TGFB1/FOXP1/IRF2BP2/CD69/PRKDC/ARID1A/RARA/GPS2/TOP2B/NFATC3/SMARCA2/NFKBIZ/KMT2A/PREX1/RUNX1/EP300/ZBTB7A/ARID2/AP3D1",25
"GO:0032930","positive regulation of superoxide anion generation","5/342","16/12706",0.3125,11.610014619883,7.06262345099971,4.69308394471203e-05,0.00373866995467632,0.00323675100314872,"SYK/TGFB1/CYBA/ITGAM/ITGB2",5
"GO:0051249","regulation of lymphocyte activation","28/342","459/12706",0.0610021786492375,2.26635579507957,4.59587401994781,4.72004623420472e-05,0.00373866995467632,0.00323675100314872,"HLA-DRA/LST1/IL2RG/HLA-A/HLA-DRB5/AIF1/JUNB/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/CD69/PRKDC/DOCK8/ARID1A/RARA/SMARCA2/NFKBIZ/PAG1/SIRPA/RUNX1/EP300/FGR/ARID2/AP3D1/RIPOR2",28
"GO:0045088","regulation of innate immune response","27/342","436/12706",0.0619266055045872,2.30070014485756,4.59641296949449,4.99756342457495e-05,0.00387770125310897,0.00335711725642231,"S100A8/S100A9/HLA-B/HLA-A/GRN/SYK/DDX3X/TGFB1/ADAR/HSPA1A/PRKDC/NOP53/CYBA/GPS2/OGT/HCK/RANBP2/NFKBIZ/LYAR/EP300/FGR/PIM1/NFKBIA/CTSS/NINJ1/CFP/PUM1",27
"GO:0090322","regulation of superoxide metabolic process","6/342","26/12706",0.230769230769231,8.57354925775978,6.42905870066573,5.31139340985079e-05,0.00403099031229171,0.00348982715649276,"SYK/TGFB1/CYBA/ITGAM/ACP5/ITGB2",6
"GO:0016441","post-transcriptional gene silencing","10/342","80/12706",0.125,4.64400584795322,5.43766008482633,5.40716743626716e-05,0.00403099031229171,0.00348982715649276,"TSNAX/TGFB1/ADAR/RBM4/CNOT1/TNRC6A/EIF4G1/CELF1/ZFP36/PUM1",10
"GO:1903706","regulation of hemopoiesis","24/342","368/12706",0.0652173913043478,2.42295957284516,4.60696568685012,5.8869227103611e-05,0.00430424618169094,0.00372639824196339,"HLA-DRA/IL2RG/FOS/HLA-B/JUNB/SYK/CD4/TGFB1/FOXP1/HSPA1A/CD69/PRKDC/EVI2B/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/QKI/NFKBIA/ARID2/ZFP36/AP3D1",24
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","11/342","98/12706",0.112244897959184,4.17012770020289,5.23947272946643,6.33212922291984e-05,0.00454240666142288,0.00393258551739232,"HLA-DRA/IL2RG/JUNB/SPN/FOXP1/CD69/RARA/NFKBIZ/KMT2A/RUNX1/EP300",11
"GO:0022407","regulation of cell-cell adhesion","26/342","419/12706",0.0620525059665871,2.30537760471186,4.51898739006695,6.6729043793833e-05,0.00469821897229913,0.00406747992092233,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/CD69/DOCK8/ARID1A/PLAUR/RARA/SMARCA2/NFKBIZ/PAG1/SIRPA/RUNX1/EP300/ARID2/AP3D1/RIPOR2/ITGB2",26
"GO:0006417","regulation of translation","23/342","352/12706",0.0653409090909091,2.42754851143009,4.51730379310218,8.15616111381372e-05,0.00563813173722178,0.00488120876610441,"RPL26/PPP1R15A/DDX3X/PRKDC/RBM4/SARNP/RARA/BTG2/CALR/OGT/CNOT1/TNRC6A/HNRNPD/EIF4G1/CSNK2A1/MSI2/CELF1/ETF1/QKI/ZFP36/CPEB4/EIF4G3/PUM1",23
"GO:0048545","response to steroid hormone","19/342","261/12706",0.0727969348659004,2.70455512984249,4.62758862373748,8.35542933689315e-05,0.00567273970336925,0.00491117058956107,"FOS/JUNB/DDX17/DUSP1/EGLN2/PAGR1/JUND/JUN/TGFB1/FOXP1/HSPA1A/MT-ND3/CYBA/CALR/UBR5/CNOT1/EP300/ZBTB7A/ZFP36",19
"GO:0006801","superoxide metabolic process","8/342","54/12706",0.148148148148148,5.50400693090752,5.5161647410587,8.96463018150248e-05,0.00587646964656421,0.0050875496510995,"SYK/TGFB1/SOD2/CYBA/PREX1/ITGAM/ACP5/ITGB2",8
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","8/342","54/12706",0.148148148148148,5.50400693090752,5.5161647410587,8.96463018150248e-05,0.00587646964656421,0.0050875496510995,"HLA-DRA/IL2RG/JUNB/CD69/RARA/NFKBIZ/RUNX1/EP300",8
"GO:0043312","neutrophil degranulation","4/342","10/12706",0.4,14.8608187134503,7.29249795568122,9.52571590261664e-05,0.00613843590877093,0.00531434676672297,"STXBP2/SYK/ITGAM/ITGB2",4
"GO:0045785","positive regulation of cell adhesion","26/342","429/12706",0.0606060606060606,2.25163919900762,4.38614074724431,9.82442783542273e-05,0.00622541243837954,0.00538964663883629,"HLA-DRA/IL2RG/HLA-A/HLA-DRB5/AIF1/SPN/HLA-DPA1/SYK/HLA-DMA/CD4/TGFB1/DOCK8/ARID1A/FLNA/PLAUR/RARA/CALR/SMARCA2/NFKBIZ/PREX1/SIRPA/RUNX1/EP300/ARID2/AP3D1/ITGB2",26
"GO:0046634","regulation of alpha-beta T cell activation","11/342","105/12706",0.104761904761905,3.89211918685603,4.94913408264691,0.000119106425509097,0.00742364966861618,0.00642701971642703,"HLA-DRA/IL2RG/HLA-A/JUNB/SYK/CD69/RARA/NFKBIZ/RUNX1/EP300/AP3D1",11
"GO:2000379","positive regulation of reactive oxygen species metabolic process","8/342","58/12706",0.137931034482759,5.12442024601734,5.23584604319367,0.000150416191725112,0.00922390904740123,0.00798559306493082,"SYK/TGFB1/SOD2/CYBA/SIRPA/ITGAM/RAB27A/ITGB2",8
"GO:0006898","receptor-mediated endocytosis","17/342","229/12706",0.074235807860262,2.75801220664471,4.46483515858437,0.000155342679319491,0.00929456525821113,0.00804676363200149,"RNASEK/SYK/AAK1/GRK2/CLTC/LRPAP1/PICALM/PPP3R1/RAB31/ARAP1/RABEP1/ITGAM/HGS/SORL1/PDLIM7/ITGB2/APOC2",17
"GO:0090224","regulation of spindle organization","7/342","44/12706",0.159090909090909,5.910552897395,5.42658321138393,0.000156457700296032,0.00929456525821113,0.00804676363200149,"HSPA1A/DYNC1H1/CLTC/SENP6/DCTN1/NUMA1/RIPOR2",7
"GO:0045580","regulation of T cell differentiation","14/342","167/12706",0.0838323353293413,3.11454284413629,4.57471626253232,0.000167962531344197,0.00982451606416363,0.00850556818645025,"HLA-DRA/IL2RG/JUNB/SYK/TGFB1/CD69/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",14
"GO:0031623","receptor internalization","11/342","110/12706",0.1,3.71520467836257,4.7566750016419,0.000180876297041233,0.0104195709295571,0.00902073653664967,"SYK/GRK2/CLTC/LRPAP1/PICALM/PPP3R1/RAB31/ARAP1/RABEP1/HGS/ITGB2",11
"GO:0030522","intracellular receptor signaling pathway","23/342","373/12706",0.0616621983914209,2.29087687941928,4.20848479087398,0.000192869146431375,0.0109446043989864,0.00947528391030496,"DDX17/EGLN2/PAGR1/JUND/DDX3X/FOXP1/HSPA1A/PRKDC/NOP53/KLF2/HUWE1/RARA/CALR/GPS2/OGT/UBR5/CNOT1/RANBP2/EP300/ZBTB7A/PIM1/NFKBIA/PUM1",23
"GO:0009755","hormone-mediated signaling pathway","14/342","173/12706",0.0809248554913295,3.00652401717202,4.41937427825835,0.000242973788940925,0.0135850933169617,0.0117612854182395,"CSNK2B/DDX17/EGLN2/PAGR1/FOXP1/KLF2/GNAQ/RARA/CALR/UBR5/CNOT1/EP300/ZBTB7A/PIM1",14
"GO:0045619","regulation of lymphocyte differentiation","15/342","197/12706",0.0761421319796954,2.82883604951465,4.30246632841798,0.000286134116383745,0.0156342440298211,0.0135353362721146,"HLA-DRA/IL2RG/JUNB/SYK/TGFB1/CD69/PRKDC/ARID1A/RARA/SMARCA2/NFKBIZ/RUNX1/EP300/ARID2/AP3D1",15
"GO:0042093","T-helper cell differentiation","9/342","80/12706",0.1125,4.1796052631579,4.74467203028467,0.000287847733321273,0.0156342440298211,0.0135353362721146,"HLA-DRA/JUNB/SPN/FOXP1/CD69/RARA/NFKBIZ/KMT2A/EP300",9
"GO:0001767","establishment of lymphocyte polarity","4/342","13/12706",0.307692307692308,11.4313990103464,6.25825108784129,0.000304171617257885,0.0160342524206973,0.0138816432679532,"DOCK8/MYH9/RIPOR2/SNX27",4
"GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening","4/342","13/12706",0.307692307692308,11.4313990103464,6.25825108784129,0.000304171617257885,0.0160342524206973,0.0138816432679532,"BTG2/CNOT1/TNRC6A/ZFP36",4
"GO:0002287","alpha-beta T cell activation involved in immune response","9/342","81/12706",0.111111111111111,4.12800519818064,4.69694172236293,0.000316299035126853,0.0160342524206973,0.0138816432679532,"HLA-DRA/JUNB/SPN/FOXP1/CD69/RARA/NFKBIZ/KMT2A/EP300",9
"GO:0002293","alpha-beta T cell differentiation involved in immune response","9/342","81/12706",0.111111111111111,4.12800519818064,4.69694172236293,0.000316299035126853,0.0160342524206973,0.0138816432679532,"HLA-DRA/JUNB/SPN/FOXP1/CD69/RARA/NFKBIZ/KMT2A/EP300",9
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","9/342","81/12706",0.111111111111111,4.12800519818064,4.69694172236293,0.000316299035126853,0.0160342524206973,0.0138816432679532,"HLA-DRA/JUNB/SPN/FOXP1/CD69/RARA/NFKBIZ/KMT2A/EP300",9
"GO:0046631","alpha-beta T cell activation","14/342","178/12706",0.0786516853932584,2.92207109534135,4.29496338757031,0.000325945089172119,0.0161123028665958,0.0139492153890875,"HLA-DRA/IL2RG/HLA-A/JUNB/SPN/SYK/FOXP1/CD69/RARA/NFKBIZ/KMT2A/RUNX1/EP300/AP3D1",14
"GO:0006913","nucleocytoplasmic transport","20/342","314/12706",0.0636942675159236,2.36637240660037,4.07740728192818,0.000330552241871245,0.0161123028665958,0.0139492153890875,"DDX39B/HNRNPA1/SYK/TGFB1/ADAR/TARDBP/SMG1/RBM4/PABPN1/FLNA/PPP3R1/SARNP/XPO1/CALR/UBR5/RANBP2/IWS1/EP300/NFKBIA/IPO7",20
"GO:0051169","nuclear transport","20/342","314/12706",0.0636942675159236,2.36637240660037,4.07740728192818,0.000330552241871245,0.0161123028665958,0.0139492153890875,"DDX39B/HNRNPA1/SYK/TGFB1/ADAR/TARDBP/SMG1/RBM4/PABPN1/FLNA/PPP3R1/SARNP/XPO1/CALR/UBR5/RANBP2/IWS1/EP300/NFKBIA/IPO7",20
"GO:0097242","amyloid-beta clearance","6/342","36/12706",0.166666666666667,6.19200779727095,5.18822937736747,0.000358147211882493,0.0171504235222448,0.01484796764973,"SYK/CLTC/LRPAP1/PICALM/ITGAM/ITGB2",6
