"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
1.62668896513153e-23,-0.526567510744083,0.055,0.123,2.90542916062142e-19,"AP1B1",TRUE
1.72255149024005e-23,-0.314593066299503,0.077,0.155,3.07664921671776e-19,"NSD1",FALSE
1.88593812734014e-23,-0.37063353753802,0.129,0.223,3.36847408924222e-19,"NSD3",FALSE
2.02000462427365e-23,-0.370456242675722,0.171,0.274,3.60793025941516e-19,"STK17B",FALSE
2.0496800184988e-23,-0.258517987126435,0.101,0.187,3.66093348104071e-19,"YTHDF2",FALSE
2.07668609876262e-23,-1.25169134300007,0.048,0.113,3.70916904099991e-19,"MARCKS",TRUE
2.19026151162884e-23,-0.51378796853863,0.09,0.171,3.91202608592027e-19,"ZBTB7A",TRUE
2.39691375014252e-23,-0.96123361542302,0.048,0.112,4.28112764912955e-19,"TBC1D25",TRUE
2.59397815670286e-23,-0.500391997485322,0.058,0.128,4.63310438568698e-19,"ATF7IP",TRUE
2.67514761020702e-23,-0.332677139344135,0.11,0.197,4.77808114659076e-19,"PHIP",FALSE
2.71999441441058e-23,-0.325688274116369,0.373,0.524,4.85818202357874e-19,"DDX5",FALSE
2.90579689013734e-23,-0.28728195270088,0.134,0.23,5.19004382547431e-19,"CCNL1",FALSE
2.90976852375826e-23,-0.256859029673257,0.048,0.114,5.19713756028464e-19,"NR1H2",FALSE
3.01510647192807e-23,-0.459112600424331,0.082,0.161,5.38528166951072e-19,"SREK1IP1",FALSE
3.79786796793475e-23,-0.272843689092772,0.144,0.243,6.78337197752826e-19,"EIF4H",FALSE
4.69122805380273e-23,-0.266932699399547,0.073,0.151,8.37900242689705e-19,"BMP2K",FALSE
4.92004411211847e-23,-0.903458274751996,0.046,0.109,8.7876907886548e-19,"HIPK2",TRUE
5.11185973814362e-23,-0.316257822688487,0.081,0.16,9.13029267829833e-19,"PJA2",FALSE
5.14541276664459e-23,-0.340950331810822,0.095,0.182,9.1902217425039e-19,"SLC45A3",FALSE
5.31214990185337e-23,-0.674325953250574,0.064,0.135,9.48803093970031e-19,"BOD1L1",TRUE
5.43239098034082e-23,-0.622034889762384,0.04,0.101,9.70279352998674e-19,"SDCCAG8",TRUE
5.7656425420549e-23,-0.268556682401242,0.111,0.199,1.02980141443643e-18,"YTHDC1",FALSE
5.98930410624101e-23,-0.351777237492174,0.06,0.131,1.06974960641571e-18,"TUBGCP2",FALSE
6.35932795245124e-23,-0.262333938593565,0.127,0.219,1.13583956558732e-18,"EIF4E2",FALSE
6.35999245756112e-23,-0.283376375485018,0.064,0.137,1.13595825284499e-18,"RFC1",FALSE
6.67151662004708e-23,-0.365178472550731,0.065,0.136,1.19159958350661e-18,"SETD2",FALSE
6.74383804151258e-23,-0.400766004606525,0.059,0.129,1.20451691259456e-18,"EEA1",FALSE
7.28113194039515e-23,-0.766535326637255,0.046,0.109,1.30048297587398e-18,"QKI",TRUE
8.07981054325462e-23,-0.760770113130236,0.174,0.268,1.44313496113071e-18,"PIM1",TRUE
8.46581165430927e-23,-0.383065854279241,0.049,0.114,1.51207861957618e-18,"ATXN2",FALSE
8.55692544733451e-23,-0.95452744093772,0.062,0.13,1.52835245414842e-18,"WDR74",TRUE
9.12715965161295e-23,-0.486420202840547,0.055,0.123,1.63020198537459e-18,"CMIP",FALSE
9.49461070859157e-23,-0.331944763902302,0.129,0.224,1.69583241866154e-18,"ANAPC5",FALSE
1.04202656822337e-22,-0.784999318205884,0.254,0.372,1.86116365350376e-18,"NFKBIA",TRUE
1.06753132072017e-22,-0.283734524258207,0.076,0.152,1.9067176919383e-18,"RBM6",FALSE
1.07443313366219e-22,-0.385494496631366,0.099,0.182,1.91904502003403e-18,"PIAS1",FALSE
1.14411846113508e-22,-0.555964829883798,0.04,0.1,2.04350998343336e-18,"CWC25",TRUE
1.17454123019604e-22,-0.65090907393876,0.086,0.164,2.09784809125316e-18,"CTSS",TRUE
1.31062079009781e-22,-0.377343170468816,0.061,0.13,2.34089979319369e-18,"MAPK1IP1L",FALSE
1.37291052154878e-22,-0.860833345755346,0.044,0.105,2.45215548253827e-18,"MED13L",TRUE
1.4609290605636e-22,-0.436013435115105,0.064,0.134,2.60936539507264e-18,"ITGA4",FALSE
1.63752025668302e-22,-0.514788486058008,0.076,0.151,2.92477493046155e-18,"SSH2",TRUE
1.64937943942768e-22,-0.420030563570345,0.093,0.173,2.94595661676177e-18,"COMMD3",FALSE
1.67909731319251e-22,0.43341946678956,0.673,0.605,2.99903571109314e-18,"TPSAB1",FALSE
1.69577095185614e-22,-0.728867000688735,0.06,0.127,3.02881649711024e-18,"ITGAM",TRUE
1.71809903033916e-22,-0.376927182995542,0.067,0.14,3.06869667808877e-18,"OAF",FALSE
1.73823713577599e-22,-0.274609917394035,0.072,0.145,3.1046653482095e-18,"MFSD10",FALSE
1.91872875012019e-22,-0.361101509349383,0.053,0.12,3.42704142058966e-18,"TNIP1",FALSE
2.03931781165505e-22,-0.52062552471937,0.043,0.104,3.64242554339708e-18,"EVL",TRUE
2.39300353891405e-22,-0.287982476795672,0.05,0.114,4.27414362085439e-18,"MARCH6",FALSE
2.57216833658598e-22,-0.720729101011756,0.092,0.17,4.59414986597622e-18,"PTPRE",TRUE
3.1581260753919e-22,-0.512368891259079,0.14,0.23,5.64072898325747e-18,"HECTD1",TRUE
3.42090770132362e-22,-0.639299279626531,0.063,0.131,6.11008324533413e-18,"UBTF",TRUE
3.46763236802124e-22,-0.274730103771038,0.083,0.16,6.19353817252274e-18,"APPL1",FALSE
3.71918274400875e-22,-0.445236355158949,0.06,0.128,6.64283229907403e-18,"CLIC4",FALSE
4.05147443968201e-22,-0.276512325596022,0.059,0.126,7.23633849671604e-18,"EPRS",FALSE
4.10130439643783e-22,-0.811744124708207,0.078,0.153,7.32533978247761e-18,"TGFBI",TRUE
4.47172802369936e-22,-0.520602416439557,0.053,0.117,7.98695342312943e-18,"CLPP",TRUE
4.83267637811923e-22,-0.529101358923384,0.043,0.103,8.63164327895876e-18,"CHD8",TRUE
4.91541228763103e-22,-0.677629154720092,0.076,0.149,8.77941788693779e-18,"HMGA1",TRUE
4.94174331812996e-22,-0.42400710628311,0.062,0.131,8.82644774051192e-18,"SPTAN1",FALSE
5.24875842097249e-22,-0.365058601607798,0.075,0.148,9.37480741569897e-18,"PSMD3",FALSE
5.7082192288492e-22,-0.267524650503514,0.082,0.159,1.01954503646476e-17,"ARF6",FALSE
5.79282274613307e-22,-0.291588117032267,0.056,0.123,1.03465607068683e-17,"CMTM3",FALSE
6.03496963738892e-22,-0.461366118182095,0.071,0.143,1.07790592693404e-17,"ZNF638",FALSE
6.3811950718852e-22,-0.289071076072573,0.097,0.179,1.13974525178941e-17,"NIN",FALSE
6.78043924865552e-22,-0.431538592630776,0.051,0.114,1.21105425420236e-17,"SMARCA4",FALSE
7.32517061199068e-22,-0.415132252006234,0.106,0.188,1.30834872300765e-17,"ADAM10",FALSE
7.61606798244639e-22,-0.554383312943232,0.107,0.189,1.36030590234475e-17,"NINJ1",TRUE
7.93716076282096e-22,-0.591106193264704,0.057,0.122,1.41765628384745e-17,"ARID2",TRUE
9.2234612677168e-22,-0.495458114372437,0.042,0.102,1.6474024170269e-17,"PCYT1A",FALSE
9.30516223559566e-22,-0.574843551530259,0.042,0.101,1.66199502689974e-17,"PHACTR2",TRUE
9.32973301980031e-22,-0.854308363498062,0.278,0.389,1.66638361466653e-17,"ZFP36",TRUE
1.0594895016045e-21,-0.258572478845003,0.11,0.196,1.89235419881579e-17,"ARHGAP25",FALSE
1.19342775852257e-21,-0.276201371375294,0.061,0.129,2.13158131949717e-17,"CALU",FALSE
1.2637879947761e-21,-0.471832969679072,0.054,0.118,2.2572517374696e-17,"SUPT6H",FALSE
1.41561614714396e-21,-0.52583077275085,0.081,0.154,2.52843200041384e-17,"PTPN7",TRUE
1.51723705034805e-21,-0.368395911787127,0.084,0.16,2.70993709562665e-17,"SRSF1",FALSE
1.53061944876184e-21,-0.528936191851564,0.06,0.126,2.73383939743352e-17,"CIAO1",TRUE
1.57460837000558e-21,-0.495451156177971,0.051,0.114,2.81240800966697e-17,"VPS13A",FALSE
2.17532136710276e-21,-0.405239160330397,0.043,0.104,3.88534149378224e-17,"CCL23",FALSE
2.66243368693142e-21,-0.320580276345311,0.106,0.187,4.75537280822821e-17,"WNK1",FALSE
2.67467140473386e-21,-0.368281317459331,0.156,0.252,4.77723059599515e-17,"ARHGEF1",FALSE
3.09140973783415e-21,-0.335667761507344,0.092,0.169,5.52156693274558e-17,"ATP1A1",FALSE
3.36402274106177e-21,-0.817258292968171,0.046,0.106,6.00848101781043e-17,"CPEB4",TRUE
5.20268676433125e-21,-0.358377118279168,0.079,0.152,9.29251882977204e-17,"DNMT1",FALSE
5.65818206581408e-21,-0.383498253692635,0.121,0.205,1.01060789877505e-16,"SFPQ",FALSE
5.86499162013384e-21,-0.338315548198987,0.059,0.125,1.04754615327211e-16,"SPAG9",FALSE
6.33023494622576e-21,-0.423079330837146,0.079,0.151,1.13064326374538e-16,"OGA",FALSE
7.95246435303852e-21,0.951600088054098,0.205,0.13,1.42038965809621e-16,"HBA1",TRUE
8.90375161984997e-21,-0.470705097918381,0.066,0.133,1.5902990768214e-16,"STIP1",FALSE
9.28458324887882e-21,-0.485219541248237,0.078,0.15,1.65831941408225e-16,"HERC1",FALSE
1.05245648680023e-20,-0.483952702630388,0.048,0.108,1.87979253107389e-16,"PEX16",FALSE
1.07834432678689e-20,-1.04002892351108,0.051,0.111,1.92603080207406e-16,"HK3",TRUE
1.33314971503923e-20,-0.308517805714117,0.123,0.207,2.38113870603156e-16,"NRDC",FALSE
1.4793919840885e-20,-0.59163255188832,0.046,0.105,2.64234202278046e-16,"IPO7",TRUE
1.48371831028346e-20,-0.485583078139797,0.048,0.108,2.6500692739973e-16,"WARS",FALSE
1.51986080294075e-20,-0.625329433482771,0.051,0.113,2.71462338013247e-16,"GYPC",TRUE
1.62577284844496e-20,-0.430351998146651,0.061,0.126,2.90379288460753e-16,"SLC38A10",FALSE
1.63285918606363e-20,-0.317641492519837,0.098,0.176,2.91644979222825e-16,"INPP5D",FALSE
1.63530756478415e-20,-0.483839189992562,0.066,0.133,2.92082284146097e-16,"EHD4",FALSE
1.69703957900233e-20,-0.444153937170701,0.055,0.118,3.03108239205606e-16,"ZMIZ1",FALSE
1.9395514432528e-20,-0.5701137483409,0.044,0.103,3.46423283279382e-16,"STAG1",TRUE
2.05341296735249e-20,-0.287505129964915,0.089,0.164,3.66760090098828e-16,"CDC40",FALSE
2.09671934094465e-20,-0.325484504341728,0.045,0.104,3.74495041486124e-16,"MZT2B",FALSE
2.37851750172574e-20,-0.387317780689253,0.072,0.14,4.24827010983235e-16,"FOXN3",FALSE
2.56187610369111e-20,-0.409503712008966,0.104,0.184,4.57576690880268e-16,"GSK3B",FALSE
2.66493014995801e-20,-0.530287403591964,0.068,0.134,4.75983174084001e-16,"C6orf62",TRUE
2.98136850360381e-20,-0.422508442700701,0.234,0.348,5.32502228428677e-16,"ZYX",FALSE
3.47919081677129e-20,-0.421704469927478,0.079,0.15,6.2141827178352e-16,"TCERG1",FALSE
3.50355069498808e-20,-0.590162528118934,0.065,0.131,6.25769189631821e-16,"BAZ1B",TRUE
3.52156148342399e-20,-0.489451538403939,0.051,0.111,6.28986096554359e-16,"ASCC3",FALSE
3.57658108207995e-20,0.995943137668981,0.164,0.097,6.38813147070299e-16,"ALAS2",TRUE
4.05120879792472e-20,-0.311060119450784,0.045,0.103,7.23586403397335e-16,"KAT8",FALSE
4.22817566472427e-20,-0.312745818576378,0.055,0.117,7.55194455476402e-16,"ARRB1",FALSE
4.55924708391014e-20,-0.430001367061164,0.057,0.12,8.14327121657189e-16,"BDP1",FALSE
4.73232591575603e-20,-0.63901909702957,0.062,0.126,8.45240731813184e-16,"HGS",TRUE
4.82252937438888e-20,-1.06044777926506,0.054,0.115,8.61351971559597e-16,"RAB27A",TRUE
4.93530194498488e-20,-0.601201640577135,0.047,0.105,8.81494280393749e-16,"AP3D1",TRUE
5.01784815596654e-20,-0.296198812386591,0.079,0.151,8.96237859137184e-16,"TSC22D1",FALSE
5.09827121973792e-20,-0.664905281482368,0.073,0.141,9.10602222557389e-16,"PTEN",TRUE
6.37617101520601e-20,-0.65223566808728,0.048,0.106,1.13884790502595e-15,"COLGALT1",TRUE
6.6002296051958e-20,-0.272961869667504,0.054,0.116,1.17886700978402e-15,"HTATSF1",FALSE
6.64937467914702e-20,-0.592312326777325,0.079,0.149,1.18764481144245e-15,"ATP2B1",TRUE
7.5903401634627e-20,-0.590643693139784,0.067,0.133,1.35571065659607e-15,"SORL1",TRUE
7.7885244979861e-20,-0.342129662423051,0.043,0.1,1.3911083605853e-15,"FNIP1",FALSE
8.30517927694365e-20,-0.619561748737171,0.086,0.158,1.48338807065491e-15,"MYO1G",TRUE
1.08119466988928e-19,-0.315066611123972,0.043,0.101,1.93112179988925e-15,"ABCA1",FALSE
1.18660459601691e-19,-0.507245954176799,0.064,0.128,2.1193944689458e-15,"MVP",TRUE
1.18694242819323e-19,-0.46665406240882,0.077,0.146,2.11999787099593e-15,"KCNAB2",FALSE
1.29370815217464e-19,-0.549948662388562,0.076,0.145,2.31069213059912e-15,"EIF4G3",TRUE
1.57128590053745e-19,-0.432502123438351,0.051,0.111,2.80647374694994e-15,"CREBBP",FALSE
1.59127562286745e-19,-0.362436798351502,0.093,0.168,2.84217739000355e-15,"CCAR1",FALSE
1.82511314363279e-19,-0.629133913672994,0.064,0.127,3.25983458584253e-15,"ARFGEF1",TRUE
1.83009877927534e-19,0.251072381624036,0.084,0.162,3.26873942966369e-15,"NDUFB5",FALSE
1.87402531141977e-19,-0.367417279490283,0.146,0.231,3.34719660872686e-15,"UBE2F",FALSE
1.95720826191956e-19,-0.665845548368685,0.075,0.142,3.49576967661453e-15,"WDR26",TRUE
2.11518734889755e-19,-0.31061808537304,0.082,0.152,3.77793612386592e-15,"THOC2",FALSE
2.13959553717977e-19,-0.698685411642754,0.096,0.169,3.82153158895679e-15,"MFSD14A",TRUE
2.18745695640584e-19,-0.47640640300024,0.064,0.127,3.90701686983647e-15,"AMD1",FALSE
2.24167249209783e-19,-0.296144216357072,0.066,0.131,4.00385123813593e-15,"SREK1",FALSE
2.47898040305696e-19,-0.28840620276456,0.083,0.154,4.42770689790003e-15,"GAS7",FALSE
2.59923311172176e-19,-0.363010641636059,0.091,0.165,4.64249026084623e-15,"RNF149",FALSE
2.67858478725677e-19,-0.520560156142626,0.071,0.137,4.78422028851931e-15,"IMPDH2",TRUE
2.8122429992527e-19,-0.260265562780064,0.177,0.272,5.02294722096524e-15,"MYO1F",FALSE
3.59508708783657e-19,-0.256578405131414,0.132,0.219,6.4211850475849e-15,"SRSF7",FALSE
3.60228971600886e-19,-0.45527458994022,0.051,0.109,6.43404966176343e-15,"HSF1",FALSE
4.34777829168045e-19,-0.434658208199572,0.108,0.185,7.76556680677046e-15,"RGS2",FALSE
4.47958817843304e-19,-0.383276736794004,0.087,0.158,8.00099244549924e-15,"FBXW11",FALSE
4.70483261919914e-19,-0.264201412870951,0.135,0.219,8.40330154115159e-15,"NIPBL",FALSE
5.04272896517905e-19,-0.485308774432977,0.07,0.135,9.0068182047063e-15,"CYBC1",FALSE
5.14870474499268e-19,-0.427056693850116,0.056,0.116,9.19610154503142e-15,"ZC3HAV1",FALSE
5.1530604724472e-19,-0.567391827746869,0.083,0.153,9.20388130983795e-15,"PDLIM7",TRUE
5.71797847523952e-19,-0.285199115804257,0.278,0.393,1.02128813546253e-14,"HSPA5",FALSE
5.7800896762405e-19,-0.288341404688205,0.068,0.133,1.03238181707332e-14,"RAB37",FALSE
6.97502885368999e-19,-0.386523809343152,0.062,0.124,1.24580990355757e-14,"CYTH1",FALSE
7.27202273458741e-19,-0.279343065576491,0.978,0.983,1.29885598062466e-14,"FTL",FALSE
7.85359614262381e-19,-0.374338269032894,0.051,0.109,1.40273080703404e-14,"CDIPT",FALSE
7.9545915845019e-19,-0.250776122209666,0.09,0.165,1.42076960290788e-14,"TDRD3",FALSE
9.00341357641625e-19,-0.784558175294948,0.056,0.115,1.60809969888371e-14,"NASP",TRUE
9.24455262744453e-19,-0.313684453597382,0.06,0.122,1.65116954478787e-14,"ZMYND8",FALSE
9.52952669732024e-19,-0.322321438872021,0.071,0.136,1.70206876340837e-14,"UNC13D",FALSE
1.0352024894517e-18,-0.276973721456713,0.066,0.129,1.84897516640968e-14,"PDXDC1",FALSE
1.12578050785255e-18,-0.397626550918719,0.211,0.308,2.01075656507544e-14,"HIST1H1E",FALSE
1.31269352117538e-18,-0.333127898551299,0.048,0.105,2.34460189817134e-14,"CEP170",FALSE
1.33744463051075e-18,-0.409388869127906,0.128,0.211,2.38880985455525e-14,"CITED2",FALSE
1.42404338245784e-18,-0.261039788325578,0.088,0.158,2.54348388540795e-14,"PRPF38B",FALSE
1.45273383595522e-18,-0.306099282206687,0.055,0.114,2.59472790439961e-14,"IVNS1ABP",FALSE
1.5115643407823e-18,-0.594798821511235,0.061,0.122,2.69980506907126e-14,"KIAA1109",TRUE
1.52807073128205e-18,-0.273193020555631,0.046,0.101,2.72928713314287e-14,"RSRC1",FALSE
1.54881746899921e-18,-0.301398564871618,0.055,0.115,2.76634288137949e-14,"IRF5",FALSE
1.61247105708649e-18,-0.298247783621112,0.076,0.142,2.88003455506219e-14,"AFF4",FALSE
1.78179584014433e-18,-0.431268753110668,0.05,0.106,3.18246555008178e-14,"ADSL",FALSE
1.83102288976504e-18,-0.621581276375465,0.123,0.199,3.27038998340934e-14,"CFP",TRUE
1.91876683125836e-18,0.2740336424614,0.126,0.22,3.42710943731055e-14,"NDUFB3",FALSE
1.93244089786207e-18,-0.471201998246727,0.07,0.133,3.45153268767145e-14,"TBC1D9B",FALSE
2.17335574955603e-18,-0.311801673995157,0.066,0.129,3.88183070428202e-14,"UBE2D1",FALSE
2.19869302153919e-18,-0.461641828165448,0.071,0.134,3.92708560577115e-14,"CAMK2G",FALSE
2.2126893536273e-18,-0.421432269068675,0.056,0.114,3.95208445451372e-14,"SMARCC1",FALSE
2.25511116961538e-18,-0.276812937413616,0.1,0.173,4.02785406005004e-14,"FIP1L1",FALSE
2.27161101370759e-18,-0.256647135954745,0.099,0.173,4.05732443158312e-14,"SEC61A1",FALSE
2.40705977620932e-18,-0.533953576954264,0.53,0.641,4.29924946628746e-14,"UBC",TRUE
2.48502526931264e-18,-0.611188301634712,0.061,0.12,4.4385036335193e-14,"PUM1",TRUE
2.64133042252254e-18,-0.391893210190074,0.059,0.119,4.71768026766752e-14,"PIK3CD",FALSE
2.92843087799258e-18,-0.644069001421174,0.057,0.116,5.23047039118255e-14,"CTCF",TRUE
2.99382114479658e-18,-0.258995129517668,0.049,0.105,5.34726394672117e-14,"DAPK1",FALSE
3.02658323637775e-18,-0.281512538423149,0.132,0.214,5.4057803184943e-14,"UBA1",FALSE
3.10469773104495e-18,-0.321693865682848,0.076,0.143,5.54530061741939e-14,"USP3",FALSE
3.46080572736234e-18,-0.294307364537843,0.052,0.109,6.18134510964188e-14,"PPA1",FALSE
4.25132666263643e-18,-0.456003794744614,0.075,0.139,7.59329455213492e-14,"UBE3A",FALSE
4.61213924420976e-18,-0.277794109345004,0.17,0.263,8.23774190408304e-14,"RBMS1",FALSE
5.26876132801949e-18,-0.288852619615677,0.059,0.119,9.41053460797561e-14,"TXNRD1",FALSE
5.28664851913824e-18,-0.272640271429375,0.088,0.157,9.44248292003282e-14,"NME1",FALSE
7.25807393086437e-18,-0.352455097789561,0.124,0.201,1.29636458479169e-13,"FLII",FALSE
7.42157585634614e-18,-0.30773873649453,0.152,0.235,1.32556766370198e-13,"ACIN1",FALSE
8.31930334244816e-18,-0.2605705252949,0.079,0.145,1.48591076999467e-13,"ATF6B",FALSE
8.43440154005743e-18,-0.481887896049899,0.047,0.101,1.50646845906966e-13,"INTS10",FALSE
8.53789351205471e-18,-0.564163393969415,0.061,0.119,1.52495316018809e-13,"ACP5",TRUE
8.83742971533791e-18,-0.349414199520858,0.056,0.113,1.5784533214565e-13,"TAF10",FALSE
8.94832337788743e-18,-0.317816288277218,0.051,0.107,1.59826003852447e-13,"GNL2",FALSE
8.98551136234871e-18,-0.516710965784207,0.055,0.112,1.6049021844291e-13,"FAM192A",TRUE
9.75042121146644e-18,-0.329630356881807,0.091,0.16,1.74152273258002e-13,"SETD3",FALSE
1.00265035877418e-17,-0.287863720943726,0.102,0.174,1.79083380580656e-13,"TIAL1",FALSE
1.25537014238313e-17,-0.431500830804227,0.047,0.101,2.24221661131051e-13,"TOLLIP",FALSE
1.40011069755537e-17,-0.290971869890206,0.071,0.134,2.50073771690364e-13,"SPPL2A",FALSE
1.71346044502813e-17,-0.272951866894778,0.096,0.166,3.06041170086475e-13,"DOCK11",FALSE
1.77666973202523e-17,-0.260231755009689,0.074,0.138,3.17330980837026e-13,"ETNK1",FALSE
1.79996466104767e-17,-0.451215753993126,0.07,0.132,3.21491688109724e-13,"KDM5B",FALSE
2.22273146467061e-17,-0.267311308188413,0.115,0.191,3.97002066904818e-13,"MLX",FALSE
2.25286612077799e-17,-0.358554807637913,0.064,0.123,4.02384417832156e-13,"TPP2",FALSE
2.31592952910694e-17,-0.336020889551749,0.081,0.146,4.1364817319379e-13,"DHX9",FALSE
2.46277469192708e-17,-0.298107173242456,0.056,0.113,4.39876187725096e-13,"NOP56",FALSE
3.00645848465897e-17,-0.43777037221473,0.071,0.133,5.36983549944939e-13,"DDIT3",FALSE
3.02577862928472e-17,-0.504424244550579,0.066,0.126,5.40434320976544e-13,"NKIRAS2",TRUE
3.09886526873131e-17,-0.303524091139066,0.128,0.205,5.53488325648099e-13,"ARHGAP30",FALSE
3.95677898493827e-17,-0.55328973152549,0.086,0.152,7.06720294499825e-13,"IRF9",TRUE
4.42039477844446e-17,-0.377578359937777,0.149,0.231,7.89526711377966e-13,"ATF4",FALSE
5.06398831183082e-17,0.308366091791581,0.109,0.185,9.04478952376102e-13,"PSMC5",FALSE
6.62311432229446e-17,-0.50656079776737,0.086,0.151,1.18295444910501e-12,"QSOX1",TRUE
7.13706220234918e-17,-0.269188015213632,0.061,0.118,1.27475067996159e-12,"PDCD2",FALSE
7.38203532771565e-17,-0.406035147732575,0.102,0.172,1.31850532988329e-12,"PPP1R10",FALSE
8.15905969795798e-17,-0.291372236304337,0.097,0.165,1.45728965265228e-12,"NFIC",FALSE
8.22883281947335e-17,-0.428824165863384,0.131,0.208,1.46975182988614e-12,"CTSZ",FALSE
8.56489496846013e-17,-0.421034386904208,0.06,0.116,1.52977589031666e-12,"FNDC3A",FALSE
9.89184447933187e-17,-0.419596298079074,0.063,0.12,1.76678234245347e-12,"CKAP5",FALSE
1.09188331519807e-16,-0.400709513663047,0.055,0.11,1.95021278927527e-12,"SF3B3",FALSE
1.18943605847366e-16,-0.499065281138947,0.05,0.103,2.1244517440398e-12,"CASC3",FALSE
1.22769420014577e-16,-0.585251998240238,0.109,0.178,2.19278461088037e-12,"RIPOR2",TRUE
1.24612859733096e-16,-0.371897653707843,0.054,0.108,2.22571028769283e-12,"GALNT1",FALSE
1.31132870620088e-16,-0.748068252858814,0.064,0.121,2.34216420214539e-12,"KCTD12",TRUE
1.33507994466176e-16,-0.412129784948855,0.114,0.187,2.38458628916038e-12,"EGR1",FALSE
1.35431504875055e-16,-0.26630766537149,0.053,0.107,2.41894210857336e-12,"KLF3",FALSE
1.47637527987816e-16,-0.355962631430897,0.084,0.149,2.63695388739037e-12,"ANKRD44",FALSE
1.86466389616287e-16,-0.360370858411355,0.084,0.148,3.33047618493651e-12,"NAMPT",FALSE
2.54766595505973e-16,-0.682328734724938,0.05,0.102,4.55038616233218e-12,"PPM1H",TRUE
2.58925164492775e-16,-0.633748893442589,0.141,0.214,4.62466236300546e-12,"ITGB2",TRUE
2.61716424036808e-16,-0.353736748310581,0.083,0.146,4.67451704972142e-12,"GCA",FALSE
2.68802019720255e-16,-0.371497760787274,0.083,0.146,4.80107287422347e-12,"UBE2G2",FALSE
2.9442363419428e-16,-0.410256027290815,0.206,0.288,5.25870053034403e-12,"GSTP1",FALSE
3.42835364733661e-16,-0.48174069324296,0.051,0.102,6.12338244950792e-12,"CORO7",FALSE
3.45682625722456e-16,-0.298953570149525,0.08,0.142,6.17423737802879e-12,"MAP3K11",FALSE
3.64940608792987e-16,-0.526445698154217,0.094,0.16,6.51820421365155e-12,"STK10",TRUE
3.66524556603945e-16,-0.48756862743091,0.066,0.123,6.54649510550307e-12,"UVRAG",FALSE
3.78434585197727e-16,-0.40053304742245,0.065,0.123,6.7592201262166e-12,"NGLY1",FALSE
4.14247159188643e-16,-0.250745060099096,0.092,0.157,7.39886851026835e-12,"SUPT16H",FALSE
4.25903726674152e-16,-0.313645935680969,0.063,0.12,7.60706646212703e-12,"DDX50",FALSE
4.98425780154134e-16,-0.347502295184965,0.098,0.166,8.90238285933298e-12,"FBP1",FALSE
5.06605815904505e-16,-0.589095193242313,0.053,0.105,9.04848647787037e-12,"FBRS",TRUE
5.15005394030401e-16,-0.270104247490641,0.111,0.184,9.19851134277699e-12,"SIGLEC6",FALSE
5.40040661585964e-16,-0.456114493336704,0.059,0.113,9.6456662565869e-12,"FARSA",FALSE
5.46175827257739e-16,-0.446476908453244,0.072,0.13,9.75524645065048e-12,"PSIP1",FALSE
5.75870153544429e-16,-0.372866157753306,0.1,0.165,1.0285616812457e-11,"UBAP2L",FALSE
5.84265919188844e-16,-0.339508389999917,0.057,0.111,1.04355735826319e-11,"DLGAP4",FALSE
6.13367972195704e-16,-0.321849889623902,0.293,0.392,1.09553653513875e-11,"GRINA",FALSE
6.18480125082741e-16,-0.357449702006517,0.056,0.11,1.10466735141028e-11,"NAPG",FALSE
7.11938515653968e-16,-0.336199371866874,0.081,0.142,1.27159338280955e-11,"DOCK10",FALSE
7.41688174701899e-16,-0.316172202135007,0.104,0.173,1.32472924883506e-11,"PREB",FALSE
7.95310419160488e-16,-0.256715073962539,0.073,0.132,1.42050393966255e-11,"NCBP2",FALSE
8.2543228601014e-16,-0.290735421345023,0.116,0.187,1.47430460604271e-11,"AKIRIN1",FALSE
8.40041572085749e-16,-0.419025054305597,0.108,0.177,1.50039825190236e-11,"TCIRG1",FALSE
9.12860052880803e-16,-0.317296926060426,0.108,0.177,1.6304593404504e-11,"SMARCA5",FALSE
9.45435379299343e-16,-0.375915641412945,0.091,0.155,1.68864213096656e-11,"KPNA4",FALSE
9.51473871342717e-16,-0.261787916639716,0.096,0.162,1.69942748160523e-11,"MOB4",FALSE
9.57402671686428e-16,-0.510691543748783,0.078,0.139,1.71001691189913e-11,"HDGF",TRUE
9.81824077745854e-16,-0.308890817308106,0.059,0.113,1.75363598526187e-11,"CDK12",FALSE
1.00663171905143e-15,-0.289366547716461,0.066,0.123,1.79794491339776e-11,"MGRN1",FALSE
1.04953553472326e-15,-0.259270049049208,0.072,0.131,1.87457541856922e-11,"LMAN1",FALSE
1.0760970720612e-15,-0.439942078269161,0.049,0.1,1.9220169804085e-11,"ITCH",FALSE
1.19900490343859e-15,-0.332882222529815,0.049,0.1,2.14154265803167e-11,"ZCCHC7",FALSE
1.30569709420673e-15,-0.461603740119005,0.05,0.101,2.33210557996263e-11,"SUPT5H",FALSE
1.36333286800672e-15,-0.318290128186885,0.053,0.105,2.4350488355468e-11,"RILPL2",FALSE
1.63428768697459e-15,-0.375962678650485,0.104,0.172,2.91900123770532e-11,"TNFAIP8L2",FALSE
1.80707752358928e-15,-0.367369376716399,0.058,0.111,3.22762116488281e-11,"ZNF330",FALSE
1.89579160552438e-15,-0.330432041332265,0.071,0.128,3.3860733866271e-11,"POR",FALSE
