"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significant"
6.17821900800303e-32,-0.27657189803025,0.148,0.268,1.10349169701942e-27,"PRPF40A",FALSE
6.70601632244785e-32,-0.442464465005412,0.173,0.299,1.19776157535241e-27,"ERP29",FALSE
7.33769739481267e-32,-0.930526373646274,0.048,0.128,1.31058613168749e-27,"MYO9B",TRUE
7.84926924799988e-32,-0.311421824397888,0.824,0.892,1.40195798038526e-27,"RPS12",FALSE
8.39835296751086e-32,-0.255568463292439,0.18,0.308,1.50002982352711e-27,"CDC37",FALSE
8.87014165946198e-32,-0.333208168637733,0.108,0.215,1.5842960017965e-27,"SLTM",FALSE
1.03064808139152e-31,-0.61556647004903,0.121,0.23,1.84084053817339e-27,"ETFB",TRUE
1.04195136331308e-31,-0.517537894646108,0.111,0.217,1.86102933001349e-27,"LUC7L3",TRUE
1.13827790119549e-31,-0.314658303363665,0.094,0.196,2.03307815932527e-27,"VPS13C",FALSE
1.16079738614148e-31,-0.611474682557502,0.095,0.195,2.0733002113873e-27,"MAZ",TRUE
1.22290808071852e-31,-0.760923823634352,0.044,0.122,2.18423612297135e-27,"ZC3H13",TRUE
1.27032770012209e-31,-0.751563588827628,0.039,0.114,2.26893230518807e-27,"HUWE1",TRUE
1.3801032140967e-31,-0.617297518842923,0.054,0.139,2.46500235069812e-27,"RARA",TRUE
1.39873486244563e-31,-0.256489974657204,0.08,0.178,2.49828033781414e-27,"XRCC6",FALSE
1.54783763458044e-31,-0.261231276505979,0.155,0.276,2.76459279912413e-27,"CSNK1A1",FALSE
1.6129865243848e-31,-0.305741887989438,0.792,0.861,2.8809552312037e-27,"MT-CO1",FALSE
1.69344489092079e-31,-0.443729858722073,0.131,0.243,3.02466191967363e-27,"CHD4",FALSE
1.84461021232113e-31,-0.36491748024723,0.099,0.201,3.29465830022677e-27,"BRD2",FALSE
2.07940973774976e-31,1.60801485460033,0.154,0.075,3.71403373259485e-27,"AES",TRUE
2.19861168056627e-31,-0.408012969839698,0.037,0.113,3.92694032265941e-27,"MYADM",FALSE
2.29346840380797e-31,-0.446633318095737,0.107,0.211,4.09636391604141e-27,"KPNB1",FALSE
2.39922024903631e-31,-0.430075281353024,0.124,0.234,4.28524728680375e-27,"RSBN1L",FALSE
2.42394999752488e-31,-0.753527255556103,0.061,0.146,4.32941709057919e-27,"PCF11",TRUE
2.46505634505212e-31,-0.562240621608412,0.135,0.249,4.4028371378976e-27,"PLEK",TRUE
2.51255822473416e-31,-0.516213984610004,0.35,0.503,4.48768024519768e-27,"CYBA",TRUE
3.15682683270894e-31,-0.410958789694073,0.063,0.153,5.63840840590144e-27,"ARMH1",FALSE
3.17883767101404e-31,-0.363050836820684,0.376,0.543,5.67772196419817e-27,"PSAP",FALSE
3.25337283548555e-31,-0.445868635282896,0.592,0.686,5.81084922146074e-27,"MT-ND4L",FALSE
3.76019098924968e-31,-0.587918674264887,0.08,0.174,6.71607712589885e-27,"TRIP12",TRUE
3.88655989108235e-31,-1.28492218749139,0.034,0.105,6.94178462146218e-27,"DOK2",TRUE
4.47751182460982e-31,-0.871471938536438,0.053,0.134,7.9972838699356e-27,"SNRNP200",TRUE
5.19725004944208e-31,-0.61348152838893,0.064,0.151,9.2828083133085e-27,"TMEM165",TRUE
6.79898835412487e-31,-0.323478757396187,0.142,0.257,1.21436730993024e-26,"EIF3L",FALSE
7.38015529925335e-31,-0.267561740843793,0.44,0.62,1.31816953799964e-26,"PFDN5",FALSE
7.38247817037677e-31,-0.356256260134786,0.093,0.195,1.31858442601099e-26,"MBP",FALSE
8.21024446551387e-31,-0.406680360495262,0.111,0.217,1.46643176398543e-26,"WIPF1",FALSE
8.42419002064429e-31,-0.417163653481204,0.104,0.209,1.50464457958728e-26,"RNF145",FALSE
8.59016786034092e-31,-0.696177449432106,0.064,0.15,1.53428988153549e-26,"EML4",TRUE
8.74369752414602e-31,-0.282736745712018,0.872,0.902,1.56171181478772e-26,"RPL28",FALSE
9.4361536362485e-31,-0.316667021548242,0.696,0.814,1.68539140097034e-26,"RPS23",FALSE
9.49824494317459e-31,-0.345527866746267,0.149,0.266,1.69648152930041e-26,"ROCK1",FALSE
1.05911037624847e-30,-0.314950147884817,0.085,0.183,1.89167704301739e-26,"CHD9",FALSE
1.55640795299586e-30,-0.358144080231247,0.574,0.721,2.77990024484591e-26,"RPS29",FALSE
1.80429008100084e-30,-0.366809313083566,0.264,0.412,3.2226425136756e-26,"TLN1",FALSE
1.94398065317577e-30,-0.403152272383019,0.066,0.154,3.47214384463724e-26,"MTCH1",FALSE
2.14365134742767e-30,-0.613857051170512,0.092,0.188,3.82877567164055e-26,"MYCBP2",TRUE
2.1916796267892e-30,-0.742592577082201,0.08,0.17,3.91455898140819e-26,"MAT2A",TRUE
2.26920754084121e-30,-0.511439430701346,0.082,0.175,4.05303158869649e-26,"USP34",TRUE
2.35095073214211e-30,-0.59622915203796,0.047,0.124,4.19903310267903e-26,"CNTRL",TRUE
2.54117220857236e-30,-0.464986979670409,0.034,0.105,4.53878768173109e-26,"NDUFA9",FALSE
2.91689668704483e-30,-0.298184502249263,0.701,0.824,5.20986917273078e-26,"RPLP0",FALSE
2.99289238257364e-30,-0.358818943865953,0.078,0.171,5.34560508451478e-26,"PCM1",FALSE
3.18713849207293e-30,-0.900220227372878,0.044,0.119,5.69254806069146e-26,"NUFIP2",TRUE
3.20520422013164e-30,-0.413695539698129,0.043,0.121,5.72481525757713e-26,"ABHD14B",FALSE
3.33223140079254e-30,-1.12301928014852,0.07,0.155,5.95169850495555e-26,"RAB31",TRUE
3.46752527497361e-30,-0.565034940607609,0.049,0.128,6.19334689363036e-26,"SENP6",TRUE
3.75702058452903e-30,-0.284181712259983,0.137,0.251,6.71041446602729e-26,"C17orf49",FALSE
4.29714972201933e-30,-0.303960089089808,0.05,0.132,7.67513911849872e-26,"CD83",FALSE
4.50204934195904e-30,-0.359723806645359,0.033,0.105,8.04111032967304e-26,"MKKS",FALSE
6.76276047135677e-30,-0.318167521852321,0.154,0.272,1.20789664778903e-25,"RBM25",FALSE
9.27348487378174e-30,-0.973762747465749,0.053,0.131,1.65633713330616e-25,"HERC2",TRUE
9.61384571398625e-30,-0.543264237953263,0.06,0.145,1.71712898297508e-25,"CD59",TRUE
1.01834116985329e-29,-0.506429247342004,0.261,0.397,1.81885916347496e-25,"IER2",TRUE
1.0221555311992e-29,-0.300524029250511,0.176,0.299,1.82567199427489e-25,"IKZF1",FALSE
1.20981480736963e-29,-0.532998835159249,0.245,0.383,2.16085022744289e-25,"MYH9",TRUE
1.2613968912494e-29,1.84665441054996,0.115,0.047,2.25298098746056e-25,"ASNA1",TRUE
1.72805440255083e-29,-0.777709105531059,0.216,0.341,3.08647796839603e-25,"BTG2",TRUE
1.95725863575825e-29,-0.721660434055106,0.075,0.162,3.49585964932781e-25,"POLR2A",TRUE
2.14329434091383e-29,-0.269446271956297,0.06,0.145,3.8281380223062e-25,"NRROS",FALSE
2.31436040279376e-29,-0.705856286986167,0.069,0.155,4.13367911542994e-25,"DGKZ",TRUE
2.45350490956003e-29,-0.323910306038253,0.109,0.21,4.38220511896516e-25,"BCLAF1",FALSE
2.55688754628013e-29,-0.292388580443158,0.057,0.139,4.56685684641094e-25,"PABPC4",FALSE
2.6879805217465e-29,-0.598492143721107,0.057,0.136,4.80100200989142e-25,"XPO1",TRUE
2.73625312812311e-29,-0.343059988056322,0.104,0.201,4.88722171214069e-25,"VMP1",FALSE
2.97612800890319e-29,-0.313578279352973,0.153,0.269,5.31566223670198e-25,"RTF1",FALSE
3.89660836024667e-29,-0.317235482915467,0.122,0.228,6.95973219223658e-25,"U2SURP",FALSE
3.91700362355383e-29,-0.262661675340188,0.226,0.374,6.99616017202949e-25,"CTSB",FALSE
4.26331711085975e-29,-0.252026612795869,0.048,0.126,7.6147106917066e-25,"GADD45GIP1",FALSE
4.27520819396288e-29,-0.470035838186642,0.101,0.199,7.63594935523709e-25,"DOCK2",FALSE
4.85343622897619e-29,-0.718484606211073,0.135,0.239,8.66872244857438e-25,"CALR",TRUE
5.11507713215113e-29,-0.450826842003799,0.095,0.19,9.13603926573513e-25,"NKTR",FALSE
5.22453059590092e-29,-0.807389753261379,0.069,0.153,9.33153409733864e-25,"COMMD7",TRUE
6.01147278109245e-29,-1.0010136608631,0.037,0.105,1.07370915343092e-24,"TRABD",TRUE
6.30428497798364e-29,-0.281544013574539,0.166,0.285,1.12600833991766e-24,"TPR",FALSE
7.32720729991461e-29,-0.455538590046959,0.117,0.219,1.30871249583775e-24,"NCKAP1L",FALSE
8.77061758591789e-29,-0.438427445169757,0.071,0.157,1.56652000702079e-24,"ASRGL1",FALSE
8.8726507142863e-29,-1.30846848002467,0.036,0.103,1.58474414407868e-24,"CHCHD7",TRUE
9.17823510412377e-29,-0.314890544277114,0.037,0.108,1.63932457194755e-24,"MIIP",FALSE
9.3553441155775e-29,-0.82258478137743,0.061,0.142,1.6709580124833e-24,"BIRC6",TRUE
9.45799984389875e-29,-0.437939868859814,0.154,0.266,1.68929335211876e-24,"WSB1",FALSE
9.9155697098233e-29,-0.393324500819176,0.041,0.115,1.77101990587154e-24,"DPYD",FALSE
1.25687261162284e-28,-0.497967475881028,0.042,0.114,2.24490017161955e-24,"EIF2AK4",FALSE
1.2886101277376e-28,-0.466831555833655,0.112,0.213,2.30158654915212e-24,"MLEC",FALSE
1.42677536656449e-28,-0.388171973885897,0.086,0.176,2.54836348222084e-24,"TPP1",FALSE
1.77466288728696e-28,-0.619570307768792,0.101,0.195,3.16972538298324e-24,"GPS2",TRUE
1.79299639324108e-28,-0.311377439015356,0.045,0.12,3.2024708579679e-24,"BABAM1",FALSE
2.06064593151308e-28,-0.574478820250781,0.059,0.139,3.68051969827552e-24,"FAM13B",TRUE
2.09890814520701e-28,-0.410648778738435,0.111,0.21,3.74885983815425e-24,"EIF3D",FALSE
2.37521970369935e-28,-0.534778401085468,0.088,0.179,4.24237991277741e-24,"OGT",TRUE
2.60284190843043e-28,0.907230741976003,0.508,0.43,4.6489359326476e-24,"HBB",TRUE
2.76650723728446e-28,-1.11329011666688,0.042,0.113,4.94125857651377e-24,"IL17RA",TRUE
2.91098749006955e-28,-0.384690217933783,0.26,0.4,5.19931475601323e-24,"IQGAP1",FALSE
3.05878411884491e-28,-0.712652068828683,0.045,0.118,5.4632943146689e-24,"TOP2B",TRUE
3.20842371850887e-28,-0.460096631546423,0.317,0.464,5.7305656036287e-24,"HSP90AA1",FALSE
3.2834941328655e-28,-0.473130249711812,0.055,0.133,5.86464887071107e-24,"FBXW5",FALSE
3.36150928293117e-28,-0.306808402450132,0.055,0.135,6.00399173024335e-24,"GOLGA4",FALSE
3.59593784861533e-28,-0.263104988126914,0.067,0.154,6.42270459141183e-24,"A1BG",FALSE
3.70331066888336e-28,-0.284269139889845,0.093,0.188,6.61448318569256e-24,"ZFAND5",FALSE
3.73481847689682e-28,-0.799191591310239,0.041,0.111,6.67075928158542e-24,"UBR5",TRUE
5.05954963606219e-28,-0.283292704713066,0.077,0.164,9.03686160497067e-24,"PHB",FALSE
5.08962498097393e-28,-0.295033674257266,0.116,0.218,9.09057917851754e-24,"PIK3R1",FALSE
5.29496455572036e-28,-0.420613627399585,0.064,0.146,9.45733619297213e-24,"PTAFR",FALSE
7.21165251084619e-28,-0.36097981025557,0.118,0.22,1.28807325496224e-23,"STK4",FALSE
7.76077099685678e-28,-0.431759476755236,0.235,0.371,1.38615130774859e-23,"KIT",FALSE
8.06587208696635e-28,-1.22857669868635,0.052,0.125,1.44064541345306e-23,"HCK",TRUE
8.28092557337502e-28,-0.668291308953911,0.063,0.143,1.47905611666051e-23,"NFATC3",TRUE
8.38353590353394e-28,-0.459849138238285,0.072,0.158,1.4973833477302e-23,"EMILIN2",FALSE
9.05978882160419e-28,-0.390960159060211,0.055,0.133,1.61816888142672e-23,"SLC25A1",FALSE
9.46114629118845e-28,-0.377093470910773,0.054,0.132,1.68985533906917e-23,"CD47",FALSE
1.04864320839243e-27,1.47364268428551,0.235,0.149,1.87298163450972e-23,"C8orf59",TRUE
1.41609205287502e-27,-0.456245712930845,0.036,0.103,2.52928201564007e-23,"TPGS2",FALSE
1.48639923986878e-27,-0.279587783558856,0.148,0.259,2.65485768232963e-23,"FBXL5",FALSE
1.53730219398386e-27,-0.828369474157085,0.054,0.129,2.74577544867457e-23,"CNOT1",TRUE
1.56021746191148e-27,-0.716275241588863,0.036,0.103,2.7867044087201e-23,"TAOK1",TRUE
1.61032367507912e-27,-0.333291935118702,0.084,0.175,2.87619911605881e-23,"RC3H1",FALSE
1.64219039435156e-27,-0.2674999140379,0.077,0.163,2.93311626335133e-23,"HSPA9",FALSE
1.7381224476629e-27,-0.93690019820107,0.045,0.116,3.10446050377071e-23,"AL034397.3",TRUE
1.75548640248578e-27,-0.430404250184945,0.044,0.115,3.13547426347985e-23,"BFAR",FALSE
1.84630235508768e-27,-0.419170730436389,0.086,0.175,3.2976806364221e-23,"COPA",FALSE
2.13032829287757e-27,1.30863036999313,0.192,0.109,3.80497936390862e-23,"SEPT9",TRUE
2.22672508091136e-27,-0.541597231366047,0.076,0.16,3.97715366701578e-23,"RANBP2",TRUE
2.42359391422386e-27,-0.40044127317926,0.728,0.769,4.32878109019524e-23,"MT-CO2",FALSE
2.54039453820215e-27,-0.446468637645497,0.088,0.176,4.53739868468286e-23,"DDX46",FALSE
2.69431913709312e-27,-0.474325720286263,0.066,0.147,4.81232341076202e-23,"ASH1L",FALSE
3.05541866843355e-27,-0.280854642548051,0.076,0.162,5.45728328368917e-23,"DCAF7",FALSE
3.43361792789095e-27,-0.560921888573832,0.077,0.162,6.13278498100603e-23,"TNRC6A",TRUE
3.47815165798023e-27,-0.260505215937986,0.515,0.685,6.21232667631848e-23,"EEF1B2",FALSE
3.59237646045901e-27,-0.255403508433043,0.787,0.871,6.41634359602584e-23,"RPS3",FALSE
3.65418160733689e-27,-0.799233677562523,0.069,0.15,6.52673376886442e-23,"RAB11FIP1",TRUE
3.68297316809597e-27,-0.657074091870648,0.103,0.196,6.57815837553621e-23,"ARHGAP4",TRUE
4.12365438762482e-27,-0.307911430681264,0.256,0.39,7.36525910173669e-23,"SRSF5",FALSE
4.62075747429094e-27,-0.553927443894034,0.064,0.144,8.25313492483105e-23,"GNS",TRUE
5.01923949512912e-27,-0.579912195813008,0.062,0.141,8.96486366225012e-23,"SMARCA2",TRUE
5.36062744442876e-27,-0.282130368953352,0.118,0.218,9.57461667849421e-23,"RASSF1",FALSE
5.6611376677819e-27,-0.476738241657399,0.057,0.134,1.01113579884252e-22,"KDM5A",FALSE
5.66551185683547e-27,-0.658226832367106,0.097,0.187,1.01191707274938e-22,"HNRNPD",TRUE
5.8443094745917e-27,1.38073487592109,0.116,0.05,1.04385211525682e-22,"FAM213A",TRUE
6.0734723887322e-27,-0.486170504783135,0.109,0.203,1.08478290335146e-22,"DIAPH1",FALSE
7.4126305934273e-27,-0.291289469603734,0.123,0.224,1.32396995029205e-22,"OS9",FALSE
7.98940924189752e-27,-0.505930959644335,0.059,0.136,1.42698838469532e-22,"FBL",TRUE
8.31816916597855e-27,-0.593360469977243,0.051,0.124,1.48570819473543e-22,"PAM16",TRUE
8.68936517589617e-27,-0.639866227716289,0.1,0.19,1.55200751406681e-22,"HNRNPH1",TRUE
9.77248639554164e-27,-0.509614733484404,0.039,0.107,1.74546379510769e-22,"FRMD4B",TRUE
9.98887462030569e-27,-0.275379078797513,0.148,0.256,1.7841128959328e-22,"STAG2",FALSE
1.18536285383178e-26,-0.738016030392393,0.115,0.21,2.11717659322894e-22,"NFKBIZ",TRUE
1.33183640762822e-26,-0.282954034643883,0.051,0.126,2.37879300766477e-22,"TTC3",FALSE
1.42158642488873e-26,-1.03318538038215,0.036,0.1,2.53909551349375e-22,"KMT2A",TRUE
1.55663787778941e-26,-0.266687773400882,0.104,0.197,2.78031091351966e-22,"PNRC2",FALSE
1.62438063617072e-26,-0.542234966372377,0.101,0.191,2.90130625426453e-22,"EIF4G1",TRUE
1.70961374698974e-26,-0.277456708707496,0.309,0.46,3.05354111349837e-22,"RBM39",FALSE
1.71149194365983e-26,-0.46136437848438,0.057,0.133,3.05689576057082e-22,"JMJD1C",FALSE
1.83168021278492e-26,-0.448071672218106,0.045,0.116,3.27156402805515e-22,"ABHD2",FALSE
1.88967493341487e-26,-1.15710207669688,0.044,0.111,3.3751483985723e-22,"PLEC",TRUE
1.91983602438202e-26,-0.393799635556538,0.056,0.132,3.42901912314872e-22,"TMF1",FALSE
2.1323765753263e-26,-0.721955162734052,0.036,0.101,3.80863780119031e-22,"PAG1",TRUE
2.27317209534863e-26,-0.51555413320476,0.082,0.167,4.06011267950219e-22,"DCTN1",TRUE
2.42207870144692e-26,-1.01537146344224,0.04,0.106,4.32607476865434e-22,"PREX1",TRUE
2.51943505783972e-26,-0.283106469370656,0.13,0.232,4.49996295680753e-22,"CEBPZ",FALSE
2.78265472584541e-26,-0.533610967761447,0.082,0.167,4.97009960583248e-22,"KMT2C",TRUE
2.96556695466322e-26,-0.393537565378399,0.168,0.281,5.29679913772398e-22,"SRSF3",FALSE
3.36827102352678e-26,-0.628241113571558,0.132,0.228,6.01606887512118e-22,"H2AFX",TRUE
3.57595240669646e-26,-0.964921301680707,0.04,0.105,6.38700859360054e-22,"IWS1",TRUE
3.70340077829918e-26,-0.401160358798102,0.098,0.188,6.61464413012017e-22,"IK",FALSE
4.53468259370799e-26,-0.297589194418179,0.162,0.272,8.09939658062183e-22,"HERPUD1",FALSE
4.99974730975298e-26,-0.318462765032227,0.479,0.627,8.9300486699498e-22,"RPS9",FALSE
5.21934761240796e-26,-0.583938326033935,0.05,0.123,9.32227677052186e-22,"HS6ST1",TRUE
5.35810775947927e-26,-0.6367837812277,0.036,0.1,9.57011626920592e-22,"PRRC2B",TRUE
5.61495435513161e-26,-0.561938326808035,0.122,0.216,1.00288699737006e-21,"H2AFY",TRUE
5.65827470899461e-26,-0.415018426855561,0.039,0.106,1.01062444577353e-21,"LGALS8",FALSE
5.73622608118036e-26,-0.36289840650491,0.042,0.111,1.02454734035962e-21,"CDC42SE2",FALSE
6.57701408288437e-26,-0.293226609580056,0.068,0.148,1.17472048534398e-21,"PTRHD1",FALSE
7.02333959887296e-26,-0.768714104734765,0.057,0.131,1.2544386857547e-21,"SIRPA",TRUE
7.2539023249699e-26,-0.344661401466822,0.075,0.159,1.29561949426287e-21,"ALKBH7",FALSE
7.44862242754745e-26,-0.628575181296765,0.042,0.109,1.33039845178425e-21,"NUMA1",TRUE
7.86131038887989e-26,-0.25520647891439,0.154,0.267,1.40410864855784e-21,"TPM4",FALSE
8.82537469647946e-26,-0.577595575358452,0.042,0.109,1.5763001745382e-21,"NME4",TRUE
9.43196604836051e-26,-0.505132486894463,0.047,0.117,1.68464345589767e-21,"CSNK2A1",TRUE
9.63173015474608e-26,1.8435433667143,0.114,0.051,1.7203233229392e-21,"AL662899.2",TRUE
9.79202013940974e-26,-0.310769388966616,0.385,0.539,1.74895271709997e-21,"SAT1",FALSE
1.04546322959152e-25,-0.494217775401938,0.095,0.181,1.86730187437342e-21,"SETD5",FALSE
1.11972472796386e-25,-0.464168420880374,0.05,0.121,1.99994033661626e-21,"TIMM10",FALSE
1.14056310041845e-25,-0.293272119621416,0.056,0.13,2.03715975365739e-21,"CYB561D2",FALSE
1.1741400496073e-25,-0.296696066163354,0.08,0.168,2.09713154260361e-21,"NDST2",FALSE
1.35892961605482e-25,1.88753605575707,0.191,0.116,2.42718418723551e-21,"HBD",TRUE
1.38205068501422e-25,-0.278684033304811,0.773,0.871,2.46848072850389e-21,"TPT1",FALSE
1.41135196697507e-25,-0.407530670742337,0.069,0.148,2.52081574821418e-21,"NFE2",FALSE
1.62971297983526e-25,-0.608126687374601,0.036,0.1,2.91083035328375e-21,"MSI2",TRUE
1.67639391746995e-25,-0.406764106596362,0.046,0.114,2.99420717599308e-21,"ANKRD17",FALSE
1.89104916494547e-25,-0.480846882534651,0.044,0.112,3.37760291350911e-21,"ARID1B",FALSE
1.92653848322087e-25,-0.583913734229261,0.064,0.139,3.4409903848808e-21,"LLPH",TRUE
1.93443635993512e-25,-0.301481687597676,0.103,0.194,3.45509678248011e-21,"PRPF4B",FALSE
1.94302867072177e-25,-0.374088645679173,0.054,0.126,3.47044350877615e-21,"RBBP6",FALSE
2.00029272049653e-25,-1.08589168858058,0.042,0.107,3.57272282807885e-21,"LYAR",TRUE
2.03522100997841e-25,-0.388487556998267,0.09,0.176,3.63510824592244e-21,"PRRC2A",FALSE
2.03745396277255e-25,-0.56228049900447,0.137,0.234,3.63909652290805e-21,"LYST",TRUE
2.06254536001626e-25,-0.432457571418429,0.054,0.126,3.68391226752504e-21,"RBPJ",FALSE
2.52312438068936e-25,-0.315644823846759,0.163,0.272,4.50655245634927e-21,"HM13",FALSE
2.52549948091156e-25,-0.56779352284139,0.074,0.153,4.51079462285613e-21,"CELF1",TRUE
2.59807989543717e-25,-0.280183333652965,0.178,0.291,4.64043050124033e-21,"DNAJA1",FALSE
2.94868548889824e-25,-0.286952171387074,0.215,0.333,5.26664715172115e-21,"UBXN1",FALSE
3.19415020640928e-25,-0.489545357738572,0.114,0.207,5.70507168366761e-21,"RASSF5",FALSE
3.28176702192906e-25,-0.300875173719377,0.092,0.18,5.86156407786749e-21,"LNPEP",FALSE
3.52287519628626e-25,-0.383702206326156,0.039,0.104,6.29220738808689e-21,"SYNRG",FALSE
3.52487913692756e-25,-0.322096679846144,0.037,0.101,6.29578662646632e-21,"MRPL4",FALSE
3.55454661457095e-25,-0.35874245349934,0.056,0.129,6.34877570828518e-21,"TTC17",FALSE
3.57757964163141e-25,-0.343292725813494,0.037,0.102,6.38991499791787e-21,"MAP4K4",FALSE
3.93503695411287e-25,-0.305562658481416,0.181,0.294,7.028369503741e-21,"DEK",FALSE
4.13415540829817e-25,-0.283984900495358,0.106,0.198,7.38401497476135e-21,"YY1",FALSE
4.27813825599125e-25,-1.17276776560922,0.1,0.182,7.64118273902597e-21,"HIST2H2AC",TRUE
4.31113945121176e-25,-0.479641635870201,0.053,0.124,7.70012617380933e-21,"RBM5",FALSE
4.48340331115747e-25,-0.754873439879613,0.043,0.108,8.00780665405836e-21,"SCPEP1",TRUE
4.92677945589587e-25,-0.271838282183247,0.085,0.17,8.79972078617561e-21,"SHMT2",FALSE
5.50978060770325e-25,-0.309719480286394,0.353,0.505,9.84101914341878e-21,"COTL1",FALSE
5.98683476806724e-25,-1.26031343991233,0.061,0.137,1.06930855792449e-20,"PRG2",TRUE
6.26309035741852e-25,-0.441158011204064,0.304,0.445,1.11865056873852e-20,"BTG1",FALSE
6.32072388960811e-25,-0.438960472577077,0.082,0.165,1.1289444939229e-20,"H1F0",FALSE
7.04446410112513e-25,-0.651739972621642,0.066,0.141,1.25821173310196e-20,"ETV6",TRUE
8.00116359473607e-25,-0.496271334650249,0.037,0.1,1.42908782965581e-20,"EHMT1",FALSE
8.76958132859181e-25,-0.581026360816723,0.063,0.138,1.56633492109978e-20,"STXBP5",TRUE
9.14520896713786e-25,-0.439393926442334,0.055,0.128,1.63342577362049e-20,"CREB3L2",FALSE
1.00772654544658e-24,-0.490985721138302,0.072,0.149,1.79990038282213e-20,"SND1",FALSE
1.29944774919264e-24,-0.256560966761298,0.096,0.184,2.32094362483298e-20,"ERLEC1",FALSE
1.36335309420542e-24,-0.312072744827517,0.086,0.17,2.4350849615603e-20,"FAM133B",FALSE
1.39157426177935e-24,-0.374439795508381,0.071,0.148,2.48549078896409e-20,"WAPL",FALSE
1.39861302864606e-24,0.50786965682457,0.747,0.756,2.49806273046473e-20,"ANXA1",TRUE
1.41017978064465e-24,-0.566425904423955,0.111,0.2,2.51872210620941e-20,"ETF1",TRUE
1.55025865961247e-24,-0.321103694929735,0.241,0.372,2.76891699193384e-20,"GATA2",FALSE
1.57343896180762e-24,-0.458935267800734,0.098,0.183,2.81031932968459e-20,"BAZ1A",FALSE
1.66194082985467e-24,-1.42291332649321,0.091,0.166,2.96839251620342e-20,"EDARADD",TRUE
2.11024580696266e-24,-0.322367080506724,0.083,0.167,3.76911003581601e-20,"LMNA",FALSE
2.32692918071183e-24,-0.676227651577218,0.061,0.135,4.15612820966941e-20,"TIMP2",TRUE
2.41660676289722e-24,-0.30304044464083,0.083,0.164,4.31630133921073e-20,"SYNCRIP",FALSE
2.4867117605892e-24,-0.654863023409601,0.047,0.114,4.44151587558837e-20,"ARAP1",TRUE
2.52934723410785e-24,-0.583673623357544,0.043,0.108,4.51766709484002e-20,"RABEP1",TRUE
2.54783699237059e-24,-0.597167866298466,0.072,0.149,4.55069165207311e-20,"RUNX1",TRUE
2.74405751551213e-24,-0.776315254942459,0.047,0.113,4.90116112845621e-20,"USP33",TRUE
2.82561985128335e-24,-0.766979266517873,0.065,0.138,5.04683961637719e-20,"EP300",TRUE
3.02676062232796e-24,-0.626438931660578,0.053,0.121,5.40609714753997e-20,"DDX42",TRUE
3.12526557003636e-24,-0.59228363683091,0.042,0.106,5.58203683464195e-20,"GSE1",TRUE
3.38059484300012e-24,-0.435799051537842,0.045,0.11,6.03808044908251e-20,"ERBIN",FALSE
3.82789878017908e-24,-0.293824947770482,0.056,0.127,6.83701001127785e-20,"MECP2",FALSE
3.90497572702052e-24,-0.463118133385685,0.063,0.137,6.97467714603134e-20,"IDH2",FALSE
4.0899237966726e-24,-0.596181580259928,0.062,0.135,7.30501289323694e-20,"CHD2",TRUE
4.11564992535871e-24,-0.500692256537371,0.053,0.122,7.35096233168318e-20,"WDR43",TRUE
4.93373320908545e-24,0.918376079724257,0.112,0.218,8.81214088474753e-20,"MT-ATP8",TRUE
5.07578737452901e-24,-0.310275611261908,0.061,0.134,9.06586382964626e-20,"DDX27",FALSE
5.28425975979201e-24,-0.339147197820711,0.125,0.218,9.43821635696451e-20,"NDUFV1",FALSE
5.42275229377907e-24,1.50008868418283,0.211,0.134,9.6855778719188e-20,"FAM96B",TRUE
6.2188805330629e-24,-0.471557603956557,0.063,0.136,1.11075425201036e-19,"EIF4EBP2",FALSE
7.73722414331213e-24,-1.0288164590263,0.07,0.141,1.38194560423698e-19,"H3F3C",TRUE
7.85767734544787e-24,-0.324984285722071,0.061,0.132,1.40345975067044e-19,"NOP58",FALSE
8.5857001304583e-24,-1.03197577951627,0.047,0.112,1.53349190030116e-19,"FGR",TRUE
9.16889407437978e-24,-0.465270119678196,0.052,0.12,1.63765617062497e-19,"PYCR2",FALSE
9.68269554710176e-24,-0.418134352299249,0.041,0.104,1.72942625166785e-19,"FADS1",FALSE
9.82429920801258e-24,-0.344761587691353,0.045,0.111,1.75471808154313e-19,"ZDHHC12",FALSE
9.88957627887698e-24,-0.557563101948954,0.052,0.119,1.76637721917022e-19,"ZNF292",TRUE
1.00363581891452e-23,-0.358773192951955,0.136,0.232,1.79259393616323e-19,"MTHFD2",FALSE
1.04998349008509e-23,-0.329093332615209,0.062,0.134,1.87537551164098e-19,"TLK1",FALSE
1.07485284062926e-23,-0.278942997870269,0.091,0.174,1.91979465864792e-19,"SNRPA",FALSE
1.15900691183314e-23,-0.479759080777336,0.107,0.193,2.07010224522516e-19,"ADD1",FALSE
1.17011872210065e-23,-0.25792415683752,0.094,0.178,2.08994904954398e-19,"NT5C",FALSE
1.22616361145394e-23,-0.338928335893664,0.134,0.23,2.19005082641789e-19,"RPN2",FALSE
1.31648870615543e-23,-0.374659385678345,0.091,0.174,2.35138047806421e-19,"SHKBP1",FALSE
1.44123632374446e-23,-0.465044831689599,0.049,0.117,2.57419219783998e-19,"RHOC",FALSE
1.61075649411549e-23,-0.578545173775281,0.063,0.135,2.87697217413969e-19,"TACC1",TRUE
