"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.88105170838286e-90,1.74870284501778,0.515,0.271,3.35974645634262e-86,"3","PTBP3"
1.61556432793871e-89,2.54973646084385,0.33,0.121,2.88555944613132e-85,"3","PKN1"
1.65388281557045e-89,1.58992912436534,0.518,0.258,2.95400009689038e-85,"3","YWHAH"
3.50010385278945e-89,2.37430704178941,0.371,0.153,6.25153549146723e-85,"3","SIN3B"
7.64192249021471e-87,2.43188230672073,0.299,0.102,1.36492377597725e-82,"3","NUMB"
1.1044500135732e-86,2.41498372227187,0.269,0.082,1.9726581692431e-82,"3","CCNG2"
1.39077218820309e-86,0.968351340284783,0.792,0.528,2.48405820534954e-82,"3","LAPTM5"
2.31670154797653e-86,1.3512773421827,0.573,0.317,4.13786063484088e-82,"3","TMEM59"
3.25476815886339e-86,1.67422941338208,0.485,0.237,5.8133414085459e-82,"3","CAPNS1"
3.56693301921915e-86,1.75575430414233,0.481,0.245,6.37089906562732e-82,"3","RAB11B"
1.27280164672028e-85,1.71338581333723,0.531,0.28,2.2733510212071e-81,"3","ZFP36L2"
1.33518851730748e-85,1.30189161044083,0.626,0.349,2.3847802107629e-81,"3","IER2"
2.77185881031171e-85,1.30823212590431,0.542,0.273,4.95081702109775e-81,"3","ALOX5"
3.73249963742252e-85,2.97736443963915,0.292,0.101,6.66661760240036e-81,"3","PICALM"
5.50517373345681e-85,2.77116964921142,0.255,0.077,9.83279080532721e-81,"3","ING4"
2.92525825248381e-84,2.59119324228944,0.3,0.106,5.22480376476134e-80,"3","GMIP"
4.68032393414291e-84,2.42739986847204,0.324,0.122,8.35952657877265e-80,"3","PTPRE"
5.03485244313435e-84,2.43690087188955,0.292,0.099,8.99274994868227e-80,"3","UBL3"
5.43433923848926e-84,2.07729814615299,0.369,0.15,9.70627331386567e-80,"3","ARHGAP15"
7.54442635071721e-84,1.20772543668812,0.618,0.34,1.3475099905016e-79,"3","PGAM1"
7.77389487770989e-83,1.45169362656575,0.53,0.286,1.38849536410776e-78,"3","PPP4C"
2.47720121520548e-82,1.57092531583241,0.529,0.303,4.42452909047851e-78,"3","TAX1BP1"
4.3220937428515e-82,2.16960244093603,0.375,0.161,7.71969163410707e-78,"3","TNFAIP8"
5.04087508628789e-82,0.933545880998803,0.81,0.562,9.0035069916188e-78,"3","ALDOA"
9.27690815960232e-81,0.637983985290337,0.933,0.768,1.65694856638657e-76,"3","ARPC3"
1.21232088948629e-80,0.832452507548033,0.855,0.616,2.16532634071146e-76,"3","ATP6V0C"
2.11108939472018e-80,1.73294800321706,0.445,0.219,3.77061676790971e-76,"3","WAS"
2.28099635611191e-79,2.58545165946516,0.298,0.109,4.07408759165148e-75,"3","MAEA"
5.9353226860666e-79,1.51735255688703,0.492,0.253,1.06010798495835e-74,"3","TWF2"
1.03327249933695e-78,1.04564867413503,0.711,0.476,1.84552801106573e-74,"3","SERP1"
1.31224412740761e-78,2.48523403053539,0.277,0.094,2.34379923596274e-74,"3","NISCH"
1.06139894083969e-77,2.82028306163365,0.251,0.081,1.89576464823377e-73,"3","CEPT1"
1.96578780761056e-77,1.50264025394211,0.513,0.281,3.51109360317322e-73,"3","CHMP2A"
2.35925314300019e-77,1.42252404074629,0.483,0.239,4.21386203871264e-73,"3","MSRA"
3.51333615125358e-77,1.26636952686644,0.387,0.151,6.27516969975401e-73,"3","LTB4R"
3.96348876854042e-77,2.28305058958891,0.328,0.131,7.07918728949005e-73,"3","ARHGAP9"
1.49599427163144e-76,2.50363239920779,0.309,0.12,2.67199536856091e-72,"3","SASH3"
2.51681335018926e-76,2.13182572196411,0.336,0.137,4.49528032477303e-72,"3","FAR1"
2.77018957693879e-76,2.89600914516099,0.259,0.088,4.94783560337038e-72,"3","PSTPIP1"
3.55067886169207e-76,1.67440687709748,0.455,0.224,6.3418675148682e-72,"3","GYG1"
1.01715464114838e-75,2.17482917790051,0.357,0.154,1.81673990455511e-71,"3","DNAJB1"
1.63045590780425e-75,2.44533124760571,0.281,0.1,2.91215729692917e-71,"3","ATP6V0A1"
3.02981645111744e-75,1.16348605491749,0.621,0.387,5.41155516334086e-71,"3","GNAS"
3.03542791291125e-75,1.52665899082959,0.46,0.228,5.42157779525078e-71,"3","VSIR"
4.82752316999724e-75,1.57327905119836,0.47,0.241,8.62243913393207e-71,"3","MBOAT7"
7.65615576400786e-75,0.605724597915837,0.49,0.21,1.36746598100944e-70,"3","ZNF90"
1.42747353678481e-74,2.69216529831687,0.267,0.093,2.54961048405135e-70,"3","CLK4"
3.89326699130682e-74,2.47742039520632,0.293,0.109,6.95376417317312e-70,"3","MFSD14A"
1.46378870728175e-73,2.58892227621292,0.288,0.108,2.61447301007594e-69,"3","SBNO1"
1.60664969056596e-73,2.83255062266848,0.254,0.086,2.86963701231986e-69,"3","ATG7"
1.83469962080303e-73,1.45745847848961,0.473,0.239,3.27695699271629e-69,"3","DEGS1"
2.66519185377588e-73,2.4460629712381,0.306,0.121,4.76029917002909e-69,"3","MAPK14"
3.51013617942767e-72,2.21544461522435,0.291,0.108,6.26945423007576e-68,"3","TMEM50B"
5.52762973348056e-72,1.99235155393911,0.339,0.141,9.87289946696963e-68,"3","SRPK2"
6.43418110844061e-72,2.35056940671695,0.25,0.082,1.14920908777858e-67,"3","FOSL2"
1.10570570230115e-71,1.61585954131892,0.308,0.111,1.97490095488008e-67,"3","ANXA3"
4.11188410209736e-71,2.34300606440994,0.268,0.095,7.34423619475609e-67,"3","SH3BP5"
1.04079289740008e-70,2.35366263964992,0.305,0.123,1.85896019404629e-66,"3","SIRT7"
1.4350350098474e-70,2.23906558308219,0.295,0.113,2.56311603108845e-66,"3","RAB31"
2.98071676518903e-70,2.68284849375627,0.279,0.104,5.32385821430413e-66,"3","KPNA4"
3.81776885528598e-70,2.52657438786504,0.251,0.086,6.81891695242629e-66,"3","TMEM38B"
5.55758454592754e-70,1.79751783994668,0.384,0.18,9.92640175748118e-66,"3","CSK"
1.74748770480673e-69,1.45432694627495,0.397,0.177,3.1211877895553e-65,"3","ITGB2"
2.81677553800992e-69,2.93017071221909,0.258,0.094,5.03104278843952e-65,"3","PRKAR2B"
3.42653226702019e-68,1.31441211467537,0.552,0.334,6.12012928212476e-64,"3","RAB7A"
6.93688338356461e-68,1.68559481052286,0.408,0.199,1.23899674113847e-63,"3","EZR"
1.26245605871271e-66,1.01582389290983,0.647,0.407,2.25487276646678e-62,"3","CALM2"
3.08898479419219e-66,0.75586325252943,0.452,0.196,5.51723574090667e-62,"3","CYBB"
6.69853686576393e-66,2.55251309501013,0.25,0.089,1.1964256695941e-61,"3","ZDHHC20"
7.81343876260389e-66,1.6684323550223,0.429,0.226,1.39555829738868e-61,"3","DBNL"
1.90282174528715e-65,1.50913985549857,0.368,0.159,3.39862991925738e-61,"3","SLC2A6"
3.01942946790235e-65,1.71521612079313,0.418,0.218,5.39300297262038e-61,"3","JAK1"
3.42584322274478e-65,1.7357470735346,0.651,0.489,6.11889858014446e-61,"3","ARPC1B"
4.21648408943855e-65,0.913023195261953,0.681,0.447,7.5310622321462e-61,"3","ARF1"
6.82902301644777e-65,2.4032964481526,0.277,0.108,1.21973180096774e-60,"3","PTK2B"
9.79494772675515e-65,2.02005449956747,0.326,0.142,1.74947561347574e-60,"3","RGS18"
1.53237773108968e-64,1.61272086218502,0.423,0.216,2.73697986549928e-60,"3","G6PD"
2.74145923564528e-64,1.61473904572086,0.385,0.182,4.89652034078603e-60,"3","CORO1B"
4.879547248758e-64,2.11591201691664,0.358,0.171,8.71535934100666e-60,"3","DDX3X"
9.46835493059608e-64,2.30543056056758,0.339,0.161,1.69114287415377e-59,"3","CRIPT"
1.0749619227632e-63,2.36467049484738,0.28,0.11,1.91998949024734e-59,"3","NAMPT"
1.53845382525233e-63,2.09458875207808,0.324,0.144,2.74783237728319e-59,"3","ARHGAP4"
1.95936044617895e-63,2.528905488186,0.283,0.115,3.49961369292023e-59,"3","HIPK1"
6.90841176622634e-63,2.23674362965558,0.293,0.121,1.23391142556569e-58,"3","PRKAG1"
8.89926768354974e-63,1.10450817599216,0.618,0.418,1.58949820095882e-58,"3","SDCBP"
1.73791933011093e-62,1.87661594225836,0.365,0.174,3.10409771551113e-58,"3","KRAS"
3.2569235473013e-62,1.47558297415986,0.351,0.152,5.81719114783485e-58,"3","PLBD1"
1.3248990028193e-61,1.79909018346583,0.317,0.133,2.36640210893556e-57,"3","ARHGAP25"
6.34479362548552e-61,1.29360410002655,0.419,0.205,1.13324358944797e-56,"3","GSR"
1.89416646110235e-60,1.76948444359239,0.33,0.146,3.3831707161749e-56,"3","PTPN1"
3.92894349981897e-60,1.78468248473888,0.369,0.181,7.01748598502667e-56,"3","GNAI3"
2.14194394560596e-59,1.83902646942135,0.351,0.169,3.82572608124681e-55,"3","RNF115"
5.70152739588312e-59,2.07424204596561,0.313,0.142,1.01834980817868e-54,"3","RAB24"
1.53129272208179e-58,1.63616114143495,0.422,0.233,2.73504193091028e-54,"3","PAFAH1B1"
2.68952110799774e-58,2.40059261076208,0.264,0.106,4.80375365099477e-54,"3","KLF13"
3.78805639216366e-58,1.74924372339245,0.355,0.168,6.76584752204352e-54,"3","FLOT2"
6.58921448441242e-58,1.4509460542578,0.369,0.178,1.1768995990609e-53,"3","H2AFX"
1.09800401791886e-57,1.15417152080919,0.582,0.396,1.96114497640488e-53,"3","EIF5"
1.20860397939822e-57,2.21985600746158,0.308,0.141,2.15868756760316e-53,"3","RNF114"
1.29054476268884e-57,1.99527622166134,0.267,0.105,2.30504200063853e-53,"3","TMEM120A"
2.1345953170527e-57,1.97218617979342,0.355,0.178,3.81260069578782e-53,"3","CCNL1"
2.8263297734835e-57,2.09486287129878,0.312,0.142,5.04810760841887e-53,"3","BAZ2B"
2.98044251557539e-57,2.07644502660399,0.313,0.144,5.3233683770692e-53,"3","DIAPH1"
3.73039398324647e-57,2.21898033815579,0.25,0.096,6.66285669347652e-53,"3","IRF9"
1.3309434713887e-56,1.43666688240769,0.407,0.213,2.37719813424736e-52,"3","BRI3"
3.11635839371544e-56,1.8817434168346,0.334,0.161,5.56612772701515e-52,"3","RASGRP2"
3.6178233082082e-56,2.24179003328401,0.276,0.116,6.46179421079066e-52,"3","CYB5R1"
1.14963419668613e-55,1.66067293300144,0.355,0.172,2.05336163870109e-51,"3","MCTP1"
1.50196446481783e-55,0.863706049794311,0.666,0.446,2.68265873061113e-51,"3","ARF5"
5.06120108215508e-55,2.03941465787744,0.319,0.149,9.03981125283718e-51,"3","CLK1"
9.72921808318585e-55,1.92689214947979,0.328,0.158,1.73773564183782e-50,"3","LYPLA2"
1.05767366972907e-54,1.63329057249893,0.343,0.164,1.88911094150309e-50,"3","CMTM7"
1.06324221149916e-54,2.19041130532616,0.305,0.141,1.89905691395866e-50,"3","MFAP1"
1.45742733612824e-54,2.2301836529899,0.255,0.103,2.60311096505865e-50,"3","ATP2C1"
2.2615334834855e-54,2.38415562281211,0.254,0.103,4.03932495485346e-50,"3","SSH2"
4.39781324570241e-54,2.26116826873878,0.275,0.119,7.85493423814907e-50,"3","CHMP1A"
6.89828505548628e-54,2.07586131565518,0.281,0.122,1.2321026937604e-49,"3","RAB5B"
9.17181133275967e-54,2.3968860858736,0.262,0.11,1.6381772221442e-49,"3","CCM2"
2.14907989744834e-53,1.76779855580694,0.328,0.156,3.83847160483247e-49,"3","RPS6KA1"
2.61006229619616e-53,1.14156273791619,0.263,0.103,4.66183226723596e-49,"3","TRMT5"
1.02547981100478e-52,1.70205894322714,0.366,0.191,1.83160949043564e-48,"3","RTF1"
1.25042673251558e-52,2.02066426199478,0.298,0.135,2.23338718694608e-48,"3","PTP4A1"
1.33020612136003e-52,1.53176414215927,0.381,0.2,2.37588115336115e-48,"3","FBXL5"
5.78789249166241e-52,2.02141197132579,0.299,0.139,1.03377547793582e-47,"3","ATXN7L3B"
2.89932770946933e-51,0.978802669988844,0.521,0.302,5.17848922188317e-47,"3","GSN"
3.15768795132008e-51,1.24815724139097,0.471,0.284,5.63994644985279e-47,"3","RAB2A"
3.21657558676997e-51,1.54292046964425,0.36,0.184,5.74512565552984e-47,"3","PPP3CA"
3.38515474311525e-51,1.88444874789112,0.381,0.216,6.04622488667815e-47,"3","RIOK3"
3.43840795916503e-51,2.12735975062209,0.298,0.141,6.14134045586467e-47,"3","ASAP1"
1.31931080386928e-50,2.1007404902603,0.258,0.108,2.35642102679092e-46,"3","SLC6A6"
1.36700227043717e-50,1.52823393727422,0.383,0.205,2.44160275522782e-46,"3","ARPP19"
1.91105514186952e-50,1.2330088859073,0.468,0.284,3.41333558889315e-46,"3","TOMM22"
2.69203968921196e-50,0.50473412357286,0.952,0.877,4.80825208890148e-46,"3","MYL6"
4.69657463123852e-50,1.23832739651608,0.457,0.265,8.38855194885512e-46,"3","RAB32"
4.7496711450616e-50,1.44081782631669,0.393,0.217,8.48338763219453e-46,"3","TMEM134"
5.32159143183542e-50,1.61988548644269,0.391,0.224,9.50489445640124e-46,"3","WBP2"
8.64384550471345e-50,1.37376821892194,0.427,0.244,1.54387724559687e-45,"3","CD53"
1.68617840748569e-49,1.19256867319015,0.446,0.264,3.01168325361019e-45,"3","NDFIP1"
1.70254207395458e-49,2.39012049062816,0.297,0.144,3.04091039829027e-45,"3","PNPLA2"
2.32715242232947e-49,1.83397001380445,0.321,0.16,4.15652694152266e-45,"3","SMNDC1"
2.62229904668477e-49,1.82208960901965,0.329,0.167,4.68368832728367e-45,"3","RBM42"
4.40685573386485e-49,1.6846466951383,0.305,0.143,7.871085026256e-45,"3","YAF2"
5.56102579229475e-49,2.20323482099269,0.287,0.136,9.93254816761766e-45,"3","CCNL2"
6.16945971981782e-49,1.42197975172621,0.424,0.249,1.10192720055666e-44,"3","SYF2"
2.2810928301067e-48,1.25490598175689,0.422,0.237,4.07425990385358e-44,"3","HIST1H1E"
4.59728359572114e-48,1.94875307464405,0.273,0.121,8.21120823031754e-44,"3","IRF1"
4.87894201161193e-47,0.427958676904181,0.996,0.934,8.71427832694007e-43,"3","FAU"
5.94622933121612e-47,1.5883810109396,0.362,0.195,1.06205602084851e-42,"3","HNRNPL"
6.42293748214282e-47,1.89045381202753,0.259,0.113,1.14720086368553e-42,"3","HACD2"
7.88846547631527e-47,1.14148145247603,0.509,0.327,1.40895881872467e-42,"3","FLOT1"
1.50135746548802e-46,2.01637771456584,0.317,0.164,2.68157456910814e-42,"3","HECTD1"
7.05387560719262e-46,2.16478937118827,0.262,0.12,1.25989272220067e-41,"3","INPP5D"
1.1230913936023e-45,1.12584250646292,0.505,0.336,2.00595353811306e-41,"3","ATP6V0D1"
1.84569610163153e-45,1.02825139300511,0.503,0.312,3.29659780712408e-41,"3","PRELID1"
3.79702522463768e-45,1.02870025557298,0.472,0.281,6.78186675372535e-41,"3","TMED2"
4.37072636532139e-45,1.22307910107138,0.408,0.235,7.80655436110054e-41,"3","RAB1B"
1.03660286473313e-44,1.63052891078331,0.354,0.196,1.85147637669984e-40,"3","CHMP5"
1.38376209892215e-44,1.79307066858817,0.299,0.149,2.47153748488486e-40,"3","DEF6"
2.35535844241464e-44,1.37449426569411,0.436,0.275,4.20690571399679e-40,"3","RAB11A"
4.33524331207623e-44,1.0429026162256,0.489,0.304,7.74317807969935e-40,"3","CAPZA2"
4.80366811293033e-44,1.55873858269554,0.347,0.188,8.57983161650486e-40,"3","TNRC6B"
5.07799199713462e-44,0.443849340062121,0.949,0.865,9.06980150608214e-40,"3","SERF2"
8.56850162199361e-44,1.67800269835712,0.338,0.185,1.53042007470428e-39,"3","MAF1"
1.51537254615031e-43,1.75439785477082,0.307,0.155,2.70660690467906e-39,"3","NSD3"
3.49049829311738e-43,2.19096505408445,0.252,0.115,6.23437900133695e-39,"3","ARID4A"
2.27273914471545e-42,1.52726719595192,0.312,0.158,4.05933938637627e-38,"3","RASSF5"
4.22206789857467e-42,1.36732878274484,0.382,0.222,7.54103547364422e-38,"3","ATP6V1E1"
1.2997770060536e-41,1.64553591763602,0.335,0.184,2.32153171051233e-37,"3","PSENEN"
1.66188556289881e-41,1.51460087058351,0.371,0.22,2.96829380389357e-37,"3","DCAF12"
5.32764301293154e-41,1.89322545406027,0.321,0.179,9.51570318539702e-37,"3","CHMP4B"
1.26911505647412e-40,1.86498874708806,0.266,0.126,2.26676640236842e-36,"3","TAF7"
4.04006641672333e-40,1.81700648609359,0.286,0.146,7.21596262690954e-36,"3","SP3"
4.54981089275002e-40,0.811458536489502,0.433,0.255,8.12641723554081e-36,"3","ARL6IP1"
1.29198878242034e-39,1.41298541759332,0.379,0.226,2.30762116428097e-35,"3","SMIM4"
1.55899536485301e-39,1.92248083806891,0.295,0.155,2.78452162116397e-35,"3","GRK2"
1.31845917477065e-38,1.24889521408938,0.439,0.283,2.35489993205787e-34,"3","KMT2E"
1.96950443995064e-38,1.66681723031033,0.296,0.155,3.51773188019584e-34,"3","ADD3"
3.90300835719689e-38,1.71217754411713,0.333,0.191,6.97116322678937e-34,"3","RALBP1"
5.86770918438166e-38,1.34320657585622,0.416,0.273,1.04803153742241e-33,"3","YPEL5"
6.12265606878485e-38,1.21450935452703,0.447,0.264,1.09356760044566e-33,"3","JUNB"
6.86719628229048e-38,1.86293754397431,0.307,0.173,1.2265499279799e-33,"3","MAP2K2"
9.37652463077035e-38,1.41642539323347,0.369,0.221,1.67474106430189e-33,"3","NCOR1"
1.71973846775507e-37,1.68055881853354,0.296,0.158,3.07162487725733e-33,"3","ARHGAP30"
2.91991721725147e-37,1.67493424198153,0.308,0.17,5.21526414173284e-33,"3","RSRC2"
5.10080232424756e-37,1.36888384367791,0.343,0.197,9.11054303133857e-33,"3","SLC25A11"
5.77834257885194e-37,1.45516232440959,0.325,0.18,1.03206976800874e-32,"3","ARL2BP"
1.13355801651725e-36,1.83650550256173,0.284,0.152,2.02464797330145e-32,"3","FLII"
1.65725731388181e-36,0.761956689679812,0.64,0.474,2.96002728832429e-32,"3","LDHA"
8.88722425297822e-36,1.35225393178191,0.328,0.183,1.58734712382444e-31,"3","GLUD1"
8.92754193817844e-36,1.54548968426626,0.347,0.21,1.59454826557805e-31,"3","AIP"
1.14459495193667e-35,1.26698088669325,0.374,0.228,2.04436104365408e-31,"3","MRFAP1"
1.56324753955355e-35,0.928369708104415,0.489,0.326,2.79211643039659e-31,"3","NDUFB7"
1.59301108738866e-35,1.16327070154783,0.412,0.264,2.84527710318489e-31,"3","ATP6AP1"
1.62977772265275e-35,0.642069482895778,0.696,0.554,2.91094599043008e-31,"3","TXN"
1.74034055288698e-35,1.53317421373615,0.308,0.169,3.10842226151143e-31,"3","PRKCB"
3.59689104804059e-35,0.577553753216681,0.567,0.369,6.42440710090529e-31,"3","EIF5A"
4.98384955786307e-35,0.712442859798134,0.651,0.489,8.90165369529923e-31,"3","LAMTOR4"
1.1063254898608e-34,1.33610422015971,0.385,0.244,1.97600795744038e-30,"3","SRRM2"
1.16638338736709e-34,1.31222386010639,0.37,0.228,2.08327736817637e-30,"3","PSMB9"
1.31664477798271e-34,1.48420266043131,0.323,0.187,2.35165923795492e-30,"3","DOCK8"
4.09526189509736e-34,1.12369179307425,0.431,0.285,7.3145472708334e-30,"3","MTPN"
6.25616003844828e-34,1.37176094275137,0.334,0.196,1.11741274446725e-29,"3","LGALS9"
1.38247649826194e-33,0.843542400755351,0.473,0.308,2.46924127354565e-29,"3","VDAC2"
8.4498356873703e-33,0.737144410060314,0.535,0.375,1.50922515212121e-28,"3","VAPA"
2.75971264414528e-32,1.59570072824916,0.311,0.184,4.92912275370788e-28,"3","ATF4"
7.27468889276147e-32,1.11011684802148,0.399,0.259,1.29933218313613e-27,"3","RAB14"
2.59847168021186e-31,1.45343821370708,0.294,0.166,4.6411302680264e-27,"3","CYB5R4"
2.66988783838955e-31,0.676208188387937,0.589,0.433,4.76868666814757e-27,"3","MORF4L1"
3.50843147458029e-31,1.11518153340617,0.444,0.316,6.26640945674785e-27,"3","MPC2"
8.82150733421569e-31,0.86178381644261,0.478,0.333,1.57560942496427e-26,"3","PAK2"
1.58018284885181e-30,1.19138857598155,0.361,0.225,2.82236458633421e-26,"3","EIF4A2"
2.13659977460075e-30,1.15999729612724,0.289,0.159,3.8161808574144e-26,"3","TUBA4A"
2.31227978450355e-30,1.07182579004894,0.419,0.284,4.12996292310179e-26,"3","PPP1CC"
9.13287576083644e-30,1.3453393274009,0.326,0.201,1.631222939643e-25,"3","GGNBP2"
1.26910832917103e-29,1.08018569424967,0.391,0.253,2.26675438673238e-25,"3","FERMT3"
1.48545417582838e-29,1.09465054359648,0.381,0.248,2.65316970344707e-25,"3","FUS"
1.80990563345673e-29,1.77987854551381,0.276,0.16,3.23267245191707e-25,"3","CRLF3"
1.93487605504209e-29,1.46763124852616,0.274,0.151,3.45588212191067e-25,"3","ROGDI"
2.90665751793642e-29,1.17709811578903,0.398,0.266,5.19158099278624e-25,"3","LIMS1"
3.3197165931732e-29,1.80180403249552,0.255,0.14,5.92934580706666e-25,"3","EPS15"
3.79253242620175e-29,0.870442853542649,0.492,0.343,6.77384216643895e-25,"3","PGK1"
1.13341544709103e-28,0.708103405753078,0.529,0.39,2.02439333004929e-24,"3","NDUFB9"
1.17343080316149e-28,1.58171017410956,0.26,0.144,2.09586475752674e-24,"3","ABI1"
7.02236511677025e-28,0.902043793357188,0.42,0.289,1.25426463350633e-23,"3","ARHGDIA"
3.54761168398891e-27,1.23066893865009,0.332,0.21,6.33638922877259e-23,"3","TXNL4A"
6.57752350800912e-26,1.32038289682066,0.266,0.151,1.17481147376551e-21,"3","SNX4"
2.43627308835564e-25,1.13370653195537,0.388,0.276,4.35142736311202e-21,"3","AUP1"
3.78903738951087e-25,1.02537215975472,0.38,0.258,6.76759968140537e-21,"3","SCAMP2"
5.03946438332053e-25,1.28884803623958,0.305,0.191,9.00098733504879e-21,"3","NDUFA8"
5.69804349655581e-25,0.584446849098287,0.6,0.448,1.01772754891983e-20,"3","HNRNPK"
7.21101727732305e-25,0.625234845762842,0.594,0.462,1.28795979590267e-20,"3","RNF130"
1.02266017883008e-24,0.910885220507468,0.357,0.231,1.8265733454084e-20,"3","UGP2"
2.38830270652733e-24,1.11612371211758,0.33,0.215,4.26574746412846e-20,"3","PDCD10"
9.42453095552264e-24,1.50989895694958,0.274,0.17,1.6833154739659e-19,"3","TMEM30A"
1.31202688097523e-23,0.729516492628121,0.482,0.352,2.34341121210986e-19,"3","RAP1A"
2.69531815213894e-23,1.42161762891938,0.261,0.156,4.81410775153536e-19,"3","DPH3"
4.049735915145e-23,0.94314881983412,0.258,0.142,7.23323331804048e-19,"3","DUSP6"
1.61786881150829e-22,0.804576633101284,0.334,0.214,2.88967548423496e-18,"3","TUBB4B"
3.18555559400422e-22,1.19246456024437,0.289,0.183,5.68972084645095e-18,"3","ACTR10"
3.48798137511216e-22,1.02857927710779,0.289,0.173,6.22988353408783e-18,"3","SGK1"
4.53025395010243e-22,0.568302901508378,0.568,0.448,8.09148658027795e-18,"3","VPS28"
1.04651402142516e-21,1.31989751672575,0.263,0.162,1.86917869366747e-17,"3","VAMP3"
1.57929487163965e-21,1.17803084448622,0.305,0.202,2.82077857023558e-17,"3","PPP2R1A"
1.72814586262444e-21,0.842358547294758,0.256,0.143,3.08664132523351e-17,"3","CPNE3"
1.99844745784267e-21,0.936436172129389,0.378,0.271,3.56942700445279e-17,"3","SF3B2"
2.23214180280574e-21,0.417964097178504,0.757,0.658,3.98682847399134e-17,"3","GPX4"
2.66490751358924e-21,1.43414606840288,0.275,0.175,4.75979131002174e-17,"3","HSPA4"
3.484806063039e-21,0.829757114574958,0.423,0.311,6.22421210919397e-17,"3","BLOC1S1"
4.29938176172921e-21,1.31871051990941,0.257,0.156,7.67912576462454e-17,"3","RALA"
1.00979918457585e-20,1.42691915205596,0.25,0.154,1.80360232357093e-16,"3","SPTLC2"
1.36371575187519e-20,1.521619719858,0.25,0.155,2.43573270442428e-16,"3","ZDHHC3"
1.94707375245253e-20,0.673765822135076,0.578,0.437,3.47766842925546e-16,"3","CYBA"
2.04659426144606e-20,1.35905188780785,0.262,0.166,3.6554220103688e-16,"3","NCKAP1L"
1.09471909719069e-19,1.31885689074904,0.286,0.19,1.95527777949228e-15,"3","NRBP1"
1.89441112135728e-19,1.25894812279197,0.257,0.161,3.38360770385625e-15,"3","STX7"
2.38898300041185e-19,1.44879527230629,0.303,0.217,4.2669625370356e-15,"3","BECN1"
1.10726119972377e-18,1.00845463736943,0.311,0.214,1.97767922882662e-14,"3","NPTN"
1.12660116546014e-18,0.900800305042166,0.369,0.268,2.01222234162836e-14,"3","RABAC1"
1.43053483884187e-18,0.444273413345571,0.55,0.414,2.55507827565546e-14,"3","KLF6"
8.46344503836995e-18,1.19227758359,0.258,0.166,1.51165591830326e-13,"3","CTDSP1"
1.32741249905628e-17,0.592597656279702,0.287,0.176,2.37089146456442e-13,"3","CTSH"
1.85770848584086e-17,0.61163053834058,0.43,0.311,3.31805312656037e-13,"3","AP1S2"
3.11676188093133e-17,1.28067369467713,0.256,0.168,5.56684839553145e-13,"3","CHMP3"
3.9211613565267e-17,1.12074605338521,0.257,0.165,7.00358629889234e-13,"3","SEPT9"
4.36218212725686e-17,0.706745339977391,0.365,0.25,7.79129349749347e-13,"3","PTMS"
5.97588240469397e-17,0.948453136525662,0.301,0.206,1.06735235630239e-12,"3","STXBP2"
1.48466545401748e-16,0.592937510657774,0.458,0.352,2.65176096742062e-12,"3","ATOX1"
3.05739777349084e-16,0.53282431048898,0.541,0.451,5.46081816323199e-12,"3","CALM3"
3.41666032789047e-16,0.930452243626208,0.297,0.204,6.10249701164518e-12,"3","STAT3"
6.59096301555935e-16,0.876343532559545,0.32,0.224,1.17721190420906e-11,"3","UQCRHL"
2.57640944745312e-15,0.876698354289156,0.334,0.244,4.60172491409602e-11,"3","MAPRE1"
1.63577295164377e-14,1.14496074057425,0.28,0.201,2.92165406893094e-10,"3","ROCK1"
1.716587269625e-14,0.391986315018082,0.662,0.572,3.06599652227721e-10,"3","UBL5"
1.92024128976502e-14,1.02648151026769,0.316,0.24,3.4297429676493e-10,"3","WASF2"
2.7859754283154e-14,0.418778713568993,0.486,0.376,4.97603071251414e-10,"3","CLTA"
4.77051312279246e-14,0.569996900715637,0.442,0.345,8.52061348861962e-10,"3","GDI2"
1.02147669162517e-13,1.09290099224338,0.308,0.236,1.82445951891172e-09,"3","AZIN1"
1.07311790329369e-13,0.720807112944884,0.371,0.286,1.91669588707285e-09,"3","ILK"
2.26068892954296e-13,0.873308657994779,0.301,0.22,4.03781649705668e-09,"3","HERPUD1"
2.63802963246309e-13,0.877923780626666,0.306,0.224,4.71178472654232e-09,"3","LEPROTL1"
6.03798911458327e-13,1.09433738004445,0.28,0.206,1.07844523575572e-08,"3","ARF4"
1.1413421458516e-12,1.2173615018011,0.267,0.199,2.03855120670554e-08,"3","MFF"
1.56382216603711e-12,0.451005102655019,0.565,0.462,2.79314277075889e-08,"3","TXNIP"
5.67560906385071e-12,0.438236803440438,0.561,0.494,1.01372053489438e-07,"3","SQSTM1"
6.70018721946862e-12,0.898355091418226,0.284,0.211,1.19672043926929e-07,"3","VTI1B"
1.22385178491357e-11,0.8870051941004,0.256,0.18,2.18592167303412e-07,"3","EDEM2"
1.52131954008542e-11,0.742436117678916,0.326,0.251,2.71722883054658e-07,"3","SNX6"
1.96517633336725e-11,0.949426626850197,0.276,0.207,3.51000144902725e-07,"3","WSB1"
2.68005034655823e-11,0.786231369194262,0.325,0.261,4.78683792398766e-07,"3","CREG1"
2.88719608065064e-11,0.628807648675741,0.349,0.273,5.1568209196501e-07,"3","CSNK2B"
2.90380392517404e-11,1.00536965778763,0.32,0.262,5.18648419075334e-07,"3","UBXN1"
